hex_id,soft_wheat_area_km2,hard_wheat_area_km2,corn_grain_area_km2,corn_silage_area_km2,barley_area_km2,rapeseed_area_km2,sunflower_area_km2,sugarbeet_area_km2,vineyards_area_km2
368,52.456239999999994,NA,10.552,21.169,9.965,13.861,0.927,1.755,NA
369,40.2316,0.053,2.212,24.885,11.092,9.671,NA,0.774,NA
370,27.76098,NA,0.84,18.328,3.0549999999999997,7.978,NA,2.1590000000000003,NA
371,60.19904,0.047,1.416,18.591,5.665,8.73,NA,11.137,NA
388,100.08865,0.01,44.267,15.996,22.641,27.659,4.353,4.638,NA
389,57.89361,NA,1.956,24.061,19.821,22.266,0.134,0.35,NA
390,81.07797,NA,1.274,26.883,18.724,31.253,NA,5.7829999999999995,NA
391,48.073,0.097,2.463,15.108,6.781,14.965,NA,5.343999999999999,NA
392,81.19354,0.145,0.615,23.46,7.873,14.651,NA,19.825,NA
408,64.08846,0.575,34.579,16.657,11.134,20.37,2.188,NA,NA
409,76.57537,0.112,10.085,24.692,26.764,31.704,0.35,0.641,NA
410,86.91556,0.044,1.111,21.646,30.589,49.264,NA,0.32,NA
411,104.66996,NA,1.553,26.122,11.486,33.657000000000004,NA,15.622,NA
412,81.72679000000001,0.244,8.76,28.051,13.031,16.346,NA,10.104,NA
413,15.3612,NA,0.264,2.013,1.878,2.837,NA,4.445,NA
429,96.87409,0.131,17.471,20.223,28.271,40.75,0.349,0.115,NA
429,96.87409,0.875,17.471,20.223,28.271,40.75,0.349,0.115,NA
430,71.74582,0.103,1.666,10.832999999999998,39.633,50.284,NA,0.285,NA
431,95.78913,0.204,0.712,8.41,18.136,38.02,NA,5.965,NA
432,76.09859,NA,2.972,17.348,11.181,23.157,NA,9.177,NA
433,114.10564,0.047,0.787,27.398,13.596,23.941,NA,21.222,NA
449,119.1919,0.509,24.483,22.75,33.376,54.681999999999995,0.084,0.05,NA
449,119.1919,0.441,24.483,22.75,33.376,54.681999999999995,0.084,0.05,NA
450,64.94614,NA,4.594,10.7,36.206,38.766000000000005,0.129,NA,NA
451,112.42632,0.428,1.108,4.874,31.437,57.365,NA,NA,NA
452,139.74273000000002,0.177,0.773,9.711,12.183,38.047,NA,31.487,NA
453,65.52847,NA,2.6,29.578,12.571,16.318,NA,4.934,NA
454,45.03963,NA,0.202,3.64,6.996,9.618,NA,15.69,NA
471,124.80083,1.929,7.834,6.108,43.616,69.892,NA,0.716,NA
472,107.92858,0.833,1.656,2.006,69.2,84.509,NA,1.147,NA
473,126.38079,0.178,1.121,3.07,25.173,41.234,NA,8.383,NA
474,18.50176,0.144,3.814,6.492,6.063,4.165,NA,0.791,0.008
474,18.50176,0.018,3.814,6.492,6.063,4.165,NA,0.791,0.008
475,119.65295,0.155,1.559,16.798,16.051,28.603,NA,19.719,NA
491,140.40567,7.61,16.601,3.525,47.553,83.501,0.051,1.651,NA
492,143.38298,2.314,5.656,1.287,42.632,88.008,0.514,5.247,NA
493,146.82138,0.287,2.314,2.361,44.132,70.742,NA,2.119,NA
494,67.15583,0.176,8.908999999999999,3.658,22.025,25.278,NA,7.317,NA
495,94.45096,0.001,1.922,16.49,17.227,28.623,NA,7.691,NA
496,62.70882,0.107,0.941,15.108,20.625,12.162,NA,10.583,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,22.42813,0.91,8.668,25.225,5.432,5.666,0.069,NA,NA
53,79.10609000000001,0.029,47.751,60.407,17.504,13.456,0.157,0.059,NA
53,79.10609000000001,0.033,47.751,60.407,17.504,13.456,0.157,0.059,NA
54,49.89297,0.579,8.933,65.74,23.688,10.805,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,11.37823,NA,3.259,17.964,2.239,2.752,0.006,NA,NA
58,42.02115,0.166,32.608,40.923,12.095,9.857,0.023,NA,NA
59,73.86449,0.037,26.824,55.652,16.63,14.526,0.002,NA,NA
60,37.47333,0.021,15.619,22.282,11.903,9.731,0.013,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.06964,NA,NA,NA,NA,NA,NA,NA,NA
63,10.08609,0.017,0.646,15.196,2.37,2.277,NA,0.018,NA
64,28.89669,0.029,14.881,59.943,8.534,4.908,NA,0.093,NA
65,74.00578,0.028,24.339,43.101,20.683999999999997,18.497,NA,NA,NA
65,74.00578,0.062,24.339,43.101,20.683999999999997,18.497,NA,NA,NA
66,85.96733,0.146,32.716,60.046,23.121,20.018,NA,NA,NA
70,18.49064,0.006,5.631,38.322,5.672,2.615,0.095,0.014,NA
71,59.24599,0.502,22.505,46.122,14.892,15.053,NA,0.025,NA
72,79.16869,0.139,31.683,67.061,15.03,14.162,NA,NA,NA
72,79.16869,0.08,31.683,67.061,15.03,14.162,NA,NA,NA
73,72.90211,0.219,42.593,43.159,15.916,15.164,NA,NA,NA
77,9.90678,NA,2.288,17.003,2.025,0.812,0.004,0.002,0
78,37.52507,0.008,7.074999999999999,46.628,9.52,8.286,0.145,NA,NA
78,37.52507,0.026,7.074999999999999,46.628,9.52,8.286,0.145,NA,NA
79,50.08692,0.065,10.585,45.857,9.039,8.012,NA,NA,NA
80,83.20103,0.209,33.954,63.103,16.032,18.94,NA,0.022,NA
87,23.4744,0.061,6.324,35.194,6,3.45,0.047,NA,NA
88,79.99216999999999,0.043,22.498,56.939,14.569,15.363,0.027,NA,NA
88,79.99216999999999,0.149,22.498,56.939,14.569,15.363,0.027,NA,NA
89,86.27677,0.281,42.233,73.94399999999999,12.388000000000002,10.693,NA,0.04,NA
90,42.57463,0.07,21.894,30.026,7.828,8.655,0.093,0.012,NA
90,42.57463,0.011,21.894,30.026,7.828,8.655,0.093,0.012,NA
97,22.85216,NA,5.135,28.522,4.103,4.989,0.696,0.003,0.007
98,62.34227,0.068,15.75,52.023,12.136,12.222,0.009,0.04,NA
113,38.82097,0.075,6.387,47.642,8.103,7.69,1.004,NA,NA
114,69.93275,0.133,16.105,56.593,17.236,13.04,NA,NA,NA
130,30.49528,NA,5.482,17.784,7.576,10.478,1.348,NA,1.095
131,59.25134,0.121,10.837,52.186,11.512,13.87,0.6,NA,NA
150,65.56687,0.141,9.112,40.988,15.477,21.345,2.224,0.004,0.002
151,84.01311,0.348,16.413999999999998,67.50699999999999,17.182,18.125,0.381,NA,NA
169,52.04819,0.47,7.267,30.324,13.01,16.28,0.642,0,9.907
170,72.76482999999999,NA,9.42,50.67,15.633,21.688,2.0740000000000003,NA,0.01
189,71.95504,0.733,9.92,34.772,15.741,25.266,3.651,NA,0.008
190,82.36933,0.202,12.481,81.06,13.822,16.325,1.126,NA,NA
190,82.36933,0.222,12.481,81.06,13.822,16.325,1.126,NA,NA
209,43.12311,0.452,9.763,31.188,9.459,12.842,1.707,0.047,3.286
210,79.3362,0.209,11.123,53.767,12.73,23.762,4.486,0.087,NA
229,60.08043,1.115,5.86,35.748,11.496,17.607,2.099,0.036,NA
230,87.17267,0.237,4.857,68.742,18.007,21.469,1.177,0.804,NA
248,19.06873,3.22,6.308,10.714,4.835,4.752,2.449,0.152,43.463
249,79.91096999999999,1.425,11.488,42.760000000000005,12.882,23.373,4.567,NA,0.003
249,79.91096999999999,0.303,11.488,42.760000000000005,12.882,23.373,4.567,NA,0.003
267,30.67827,1.156,20.121,16.69,3.885,5.728,2.934,0.086,0.184
268,88.72146000000001,0.197,16.331,39.11,20.366,32.15,3.477,0.001,0.006
268,88.72146000000001,0.079,16.331,39.11,20.366,32.15,3.477,0.001,0.006
286,63.41865,5.427,52.613,7.649,8.058,5.095,12.347,1.011,4.494
287,44.74638,0.123,26.358,20.897,8.363,12.095,3.259,0.014,0.042
305,43.97984,2.909,22.548,23.211,5.451,7.745,11.992,0.285,0.041
306,76.20184,0.016,54.17,14.218,15.636,24.036,3.331,NA,NA
324,20.13906,0.238,20.399,9.02,4.594,2.825,6.502,0.085,1.081
325,38.42533,0.094,38.455,14.214,5.753,11.89,2.474,0.177,NA
345,70.88615,3.982,21.58,15.278,10.704,21.656,16.631,0.229,0.008
345,70.88615,0.269,21.58,15.278,10.704,21.656,16.631,0.229,0.008
346,28.54501,0.495,28.114,10.122,5.451,7.059,1.03,NA,NA
365,17.79145,2.039,7.318,2.809,4.502,6.735,5.207,0.041,0.153
366,44.81337,0.023,25.301,13.903,7.303,15.712,3.057,0.001,0.028
386,85.88215,2.404,7.744999999999999,8.663,16.695,40.07,15.708,0.14,0.075
386,85.88215,0.287,7.744999999999999,8.663,16.695,40.07,15.708,0.14,0.075
387,46.34859,NA,34.252,13.489,9.796,16.275,1.686,0.127,NA
406,46.74025,0.801,5.457,2.052,8.181,19.066,6.166,NA,4.305
407,91.13873,1.102,17.817,9.572,23.551,51.283,5.35,NA,0.687
407,91.13873,0.481,17.817,9.572,23.551,51.283,5.35,NA,0.687
427,109.37576,0.836,5.864000000000001,6.087,24.623,60.925,7.35,0.181,NA
428,103.64925,1.037,19.496,18.043,26.888,60.146,1.132,NA,NA
428,103.64925,0.835,19.496,18.043,26.888,60.146,1.132,NA,NA
447,59.42719,2.048,8.949,1.93,14.404,25.216,6.583,NA,17.623
448,114.70626,11.852,9.93,5.243,33.028,68.636,3.474,0.366,3.26
469,113.71174,10.736,8.616,2.117,27.689,68.47,10.289,NA,3.252
470,115.43048,4.144,8.181,8.586,34.823,74.354,1.238,0.213,NA
489,59.52848,4.398,12.093,2.843,21.907,29.964,5.029,0.072,17.954
490,109.50574,58.373,16.135,1.501,27.011,81.957,9.641,4.216,0.001
511,39.53051,15.736,11.705,0.739,19.368,24.139,2.875,0.671,5.056
512,79.62759,72.592,32.201,0.098,39.919,68.693,2.118,7.251,NA
533,12.63163,0.94,9.663,2.315,2.875,2.82,1.143,0.116,8.009
534,84.22075,51.486,23.211,0.501,38.221,60.923,4.83,5.688,0.069
557,2.32105,0.049,5.268,1.274,0.194,0.432,0.121,NA,NA
558,81.11636,78.997,53.596999999999994,0.134,40.629,40.956,2.22,15.413,NA
581,0.64876,0.038,4.689,0.748,0.415,0.002,0.098,NA,NA
582,12.93827,0.005,8,0.971,10.855,6.57,0.034,0.491,0.651
607,4.26023,NA,5.255,0.737,2.4290000000000003,1.392,NA,NA,NA
608,43.85709,10.501,12.042,0.397,21.03,18.845,1.8,6.182,NA
631,1.29091,0.019,1.6940000000000002,NA,1.093,0.741,NA,NA,NA
632,32.05794,1.098,18.89,0.443,17.761,14.526,0.968,4.194,NA
656,9.49695,0.073,17.95,2.649,6.202,4.765000000000001,0.234,0.305,NA
656,9.49695,0,17.95,2.649,6.202,4.765000000000001,0.234,0.305,NA
657,27.40792,0.553,8.644,4.773,11.555,6.44,1.927,2.302,NA
680,59.37498,0.05,16.803,3.684,34.386,46.112,3.846,0.1,NA
681,25.22565,0.109,19.636,2.065,9.052,7.675,1.978,3.114,NA
706,60.95615,0.238,16.625,8.707,31.182,36.132,1.46,0.164,NA
706,60.95615,0.27,16.625,8.707,31.182,36.132,1.46,0.164,NA
707,75.22726,7.22,33.161,4.348,68.222,11.363,5.307,22.222,0.001
728,22.64498,NA,1.538,9.499,10.388,5.947,0.237,NA,NA
729,28.86421,0.011,5.571,10.005,16.861,14.074,7.176,NA,0.002
730,89.08914,6.833,25.95,0.283,64.407,58.347,20.477,1.718,NA
731,58.75192,0.36,12.071000000000002,3.52,35.753,39.493,2.081,NA,4.624
732,49.41295,0.65,29.251,1.232,29.156,27.144,2.743,4.886,NA
732,49.41295,0.385,29.251,1.232,29.156,27.144,2.743,4.886,NA
753,15.64733,0.003,2.016,9.855,7.419,5.088,0.62,NA,NA
754,36.74729,0.453,15.709,1.689,20.933999999999997,20.539,7.078,0.261,NA
755,75.97361,1.822,20.696,0.062,52.94,46.545,15.548,NA,6.583
755,75.97361,0.066,20.696,0.062,52.94,46.545,15.548,NA,6.583
756,51.53532,0.201,19.585,4.41,23.548,27.241,2.051,NA,0.09
757,102.06581,0.614,21.164,3.307,53.553,67.866,0.999,3.283,NA
777,22.06982,NA,1.746,8.629,7.142,5.416,1.513,NA,0.107
778,19.70778,0.063,6.960000000000001,5.872,9.48,9.112,0.28500000000000003,NA,0.036
779,38.778769999999994,0.202,7.778,2.006,23.08,23.445,2.201,NA,0.005
780,80.89093,1.151,10.819,2.089,53.601,46.311,7.15,NA,1.97
781,88.44153,0.125,21.196,10.493,38.767,53.98,1.47,0.065,NA
781,88.44153,0.272,21.196,10.493,38.767,53.98,1.47,0.065,NA
800,25.07408,0.524,18.723,2.8,7.761,8.101,3.467,NA,1.153
801,36.96929,0.446,12.249,6.246,12.154,16.637,4.063,NA,NA
802,33.76331,NA,2.345,0.69,27.443,23.792,3.165,NA,0.042
803,61.97681,0.08,7.254,11.691,39.43000000000001,30.37,5.069000000000001,NA,0.01
804,86.33574999999999,0.319,9.568,2.494,54.056999999999995,60.167,3.1940000000000004,0.791,0.06
825,57.97812,0.35,3.809,3.527,51.071,40.285,3.214,0.035,0.001
825,57.97812,0.089,3.809,3.527,51.071,40.285,3.214,0.035,0.001
826,67.62797,NA,4.101,6.655,34.536,27.188,2.651,1.413,0.008
847,80.74654,0.023,1.806,2.931,61.979,42.002,5.8180000000000005,NA,1.278
848,85.86238,0.073,2.794,2.331,49.874,34.659,6.328,5.776,0.255
867,37.62332,0.126,0.745,3.2350000000000003,29.74,17.279,3.902,NA,0.758
868,61.28441,0.007,0.483,2.864,37.379,24.471,1.006,NA,30.148
888,58.91469,0.218,0.163,3.046,52.643,20.553,4.624,NA,0.283
889,72.24215000000001,0.187,9.868,11.714,41.757000000000005,20.711,3.014,0.359,2.878
890,109.84833,0.103,1.003,1.004,84.418,41.653,2.487,32.587,0.461
891,108.49722,0.234,8.186,1.513,70.66799999999999,42.824,0.909,59.062,1.857
908,13.41223,0.008,0.14300000000000002,3.142,8.443999999999999,3.899,0.735,NA,0.002
909,82.02419,0.026,1.754,2.124,70.14,30.449,5.934,NA,10.392
910,62.55692,NA,8.932,4.739,52.091,22.647,2.256,8.625,0.006
911,93.27776,0.003,5.845,0.673,97.133,30.973000000000003,2.0679999999999996,61.125,0.001
928,61.94466,0.088,0.413,2.72,49.422,28.056,3.338,NA,0.002
929,77.44984,0.182,1.946,3.619,63.541,44.774,4.059,NA,0.796
929,77.44984,0.162,1.946,3.619,63.541,44.774,4.059,NA,0.796
930,68.35864,0.006,11.479,1.392,77.42,26.966,0.864,31.602,0.005
931,93.33844,NA,0.685,0.153,90.159,36.412,0.196,64.39,NA
947,39.08904,0.055,0.337,5.3,22.926,22.924,2.24,NA,0.003
948,76.03747,NA,1.318,3.1180000000000003,57.964,43.786,6.128,NA,NA
949,62.29259,0.031,6.694,3.522,48.884,34.147,4.706,1.732,1.48
950,96.19597,NA,6.516,NA,103.395,42.648,1.617,57.483,NA
967,63.21532,NA,0.862,4.925,42.694,27.339,2.707,NA,0.004
968,43.53594,0.04,0.933,3.21,37.771,31.244999999999997,4.254,0.445,4.231
969,56.55562,NA,12.036,3.795,42.622,28.957,4.391,6.941,0.276
970,98.45979,0.001,7.371,NA,69.367,51.572,2.524,44.458,0.124
971,101.82271,NA,0.615,0.832,64.787,43.185,0.327,62.716,NA
972,124.98511,0.122,6.83,0.518,94.456,43.256,0.603,64.863,NA
973,30.40537,0.102,3.056,18.369,7.565,9.54,NA,0.046,NA
985,41.82201,0.035,0.01,5.993,26.826,17.52,1.7,NA,0.002
986,54.1375,NA,1.212,4.799,50.014,37.513,3.646,NA,NA
987,51.27483,NA,0.612,1.265,47.625,37.139,3.4090000000000003,NA,7.663
988,72.15055000000001,NA,35.626999999999995,11.084,52.498,23.058,8.729,10.509,NA
989,100.87074,NA,8.918,0.73,74.536,49.66,1.764,42.168,1.683
990,82.53962999999999,0.022,0.8520000000000001,1.644,56.642,41.197,0.117,37.718999999999994,NA
990,82.53962999999999,0.057,0.8520000000000001,1.644,56.642,41.197,0.117,37.718999999999994,NA
991,57.26731,0.014,31.467,13.244,18.153,14.989,0.061,2.77,NA
992,2.94186,NA,0.937,1.526,2.058,1.535,NA,NA,NA
1005,62.55454,NA,0.332,9.123,60.046,34.827,5.104,NA,NA
1006,54.882569999999994,NA,2.177,3.956,50.338,32.096,5.724,NA,0.912
1007,65.32451,0.014,5.323,7.1240000000000006,50.249,42.576,2.846,0.155,1.911
1008,59.56106,NA,42.36,0.861,35.377,29.406,2.279,5.243,NA
1009,116.38782,NA,7.901,2.828,71.591,63.376,1.569,36.8,NA
1010,45.76526,0.243,17.281,11.561,23.557,20.898,NA,2.664,NA
1011,16.98221,NA,3.706,11.653,4.852,3.47,NA,NA,NA
1012,1.5585,0.105,0.077,1.982,0.751,0.483,NA,NA,NA
1024,41.99605,NA,0.037,0.827,32.549,32.19,0.314,0,NA
1025,30.02113,0.037,0.015,5.5840000000000005,32.155,15.491,0.977,NA,NA
1026,57.0518,0.016,6.654,4.776,50.896,35.388,8.517999999999999,NA,NA
1027,54.24358,NA,20.998,12.733,31.348,32.61,3.396,0.332,NA
1028,45.44068,NA,35.159,4.232,23.223,17.046,2.059,1.933,NA
1029,37.783370000000005,0.047,12.326,9.746,20.821,21.621,0.401,1.246,NA
1029,37.783370000000005,0.498,12.326,9.746,20.821,21.621,0.401,1.246,NA
1030,50.29699,NA,15.853,21.833,21.08,16.079,NA,NA,0.001
1031,NA,NA,NA,NA,NA,NA,NA,NA,NA
1044,40.125600000000006,NA,1.082,5.752,34.157,27.15,1.861,NA,NA
1045,36.05767,NA,0.977,4.074,33.637,26.507,3.167,NA,NA
1046,50.14187,NA,2.595,6.775,41.506,29.882,2.541,0.71,0.022
1047,49.48591,0.087,20.319,3.273,39.794,37.052,1.043,NA,NA
1048,58.55007,NA,11.399,12.651,31.845,40.364,1.963,NA,NA
1049,60.5808,NA,11.605,19.422,35.33,22.984,0.218,NA,NA
1050,8.42297,NA,9.154,6.472,4.509,3.683,NA,0.004,NA
1062,104.66954,NA,7.257,1.451,61.503,70.689,7.108,0.001,0.005
1063,40.85029,NA,1.233,8.642,34.036,30.882,0.434,NA,0.003
1064,55.67812,NA,1.8,5.54,49.189,40.537,5.131,NA,NA
1065,58.40781,NA,3.002,10.477,51.241,39.315,1.177,NA,0.021
1066,69.54048,NA,8.462,11.618,53.68,51.055,0.707,NA,NA
1067,61.76936,NA,7.692,12.938,46.338,42.616,0.286,NA,NA
1068,42.05007,0.054,8.847,20.983,22.892,15.336,0.152,NA,NA
1081,88.17804000000001,0.011,4.235,5.339,49.835,60.649,6.4559999999999995,NA,NA
1082,49.12562,NA,1.582,13.952,30.535,29.83,1.552,NA,NA
1083,46.9759,NA,2.783,6.122,47.902,33.742,0.079,NA,NA
1084,65.8278,0.05,6.087,4.091,60.948,48.382,1.684,NA,NA
1085,52.22857,NA,8.41,8.856,50.028,31.884,5.271,NA,NA
1086,43.43228,0.021,9.224,16.156,29.653,24.811,0.588,NA,NA
1087,0.09508,NA,NA,0.125,0.098,0.038,NA,NA,NA
1100,67.58547,0.027,14.25,4.5840000000000005,23.355,42.968,0.4449999999999999,NA,0.021
1101,41.54939,NA,5.985,16.118,18.259,23.91,0.991,NA,0.001
1102,43.91656,0.188,2.185,21.446,26.519,26.145000000000003,0.547,NA,NA
1102,43.91656,0.065,2.185,21.446,26.519,26.145000000000003,0.547,NA,NA
1103,48.24118,NA,2.675,8.946,49.756,29.097,0.933,NA,NA
1104,42.95012,0.014,7.473,9.503,42.925,22.756,2.955,NA,0.002
1105,67.67252,0.061,10.19,16.998,41.628,39.692,2.337,NA,NA
1106,30.38598,0.033,4.283,5.687,20.829,16.342,1.096,NA,NA
1119,65.31135,0.462,14.95,5.252,31.818,47.289,1.733,NA,0.005
1120,30.11619,NA,4.409000000000001,14.261,7.847,13.918,0.829,NA,0.121
1121,29.31325,NA,0.131,20.028,25.128,13.499,1.079,NA,NA
1122,33.2063,NA,4.454,6.449,34.187,18.379,2.806,NA,0.101
1123,57.31077,0.095,7.608,19.649,43.379,29.554,4.284,NA,0.334
1124,84.91016,0.044,9.183,13.884,66.836,54.748,6.58,NA,NA
1137,45.73871,0.094,17.503999999999998,19.984,22.183,23.192,0.222,NA,0.231
1138,37.68151,0.035,11.187,13.582,13.34,24.694,0.648,NA,NA
1139,18.44333,0.172,1.828,12.731,8.869,7.259,0.528,NA,0.002
1140,42.281580000000005,NA,4.096,20.427,24.829,13.6,2.72,NA,0.139
1141,64.37218,0.005,10.79,14.575,45.007,28.93,7.736,NA,0.242
1142,80.86596,0.598,6.404,19.303,69.143,58.786,2.947,NA,NA
1143,19.00032,NA,0.125,1.272,11.55,10.818,NA,NA,NA
1156,44.07255,NA,9.5,12.511,18.551,25.388,0.655,NA,0.004
1157,34.11895,0.096,6.479,18.866999999999997,10.892,14.774,0.47,NA,0.003
1158,43.17424,NA,1.717,28.011,16.011,12.193,0.748,0.004,0.002
1159,32.30863,NA,4.101,7.558,19.576,12.012,3.373,NA,0.001
1160,46.77305,NA,5.43,3.672,35.255,36.666,4.646,NA,0.225
1161,34.12793,0.173,1.622,3.718,31.879,28.518,0.337,NA,NA
1174,24.67742,0.07,10.269,12.185,9.578,11.002,0.093,NA,NA
1175,28.69707,NA,9.296,10.388,9.627,12.179,0.208,NA,NA
1176,24.17399,0.011,1.023,20.523,8.937,9.689,0.267,NA,NA
1177,66.06884,NA,3.364,26.874,30.001,24.945,5.629,NA,0.003
1178,56.33938,0.066,8.081,7.703,30.645,34.048,6.009,NA,0.003
1179,45.40388,NA,7.393,4.531,34.662,30.541,4.891,NA,0.064
1180,14.9251,0.105,0.52,4.526,7.903,9.857,0.001,NA,NA
1193,20.99748,NA,13.748,10.957,7.29,8.25,0.745,NA,NA
1194,8.33222,0.049,0.768,11.052,2.531,2.874,NA,NA,NA
1195,36.29704,NA,1.521,25.012,13.002,11.117,1.004,NA,0.004
1196,54.44018,0.117,5.174,10.218,24.046,28.43,4.94,NA,0
1197,85.88086,NA,6.133,14.705,58.939,62.351,8.588,NA,NA
1198,45.49889,NA,1.669,15.162,28.232,28.962,1.532,NA,NA
1211,13.33491,NA,6.026000000000001,9.065,13.045,4.194,0.16,NA,NA
1212,11.76743,0.021,3.626,13.07,5.552,2.078,0.116,NA,NA
1213,13.20263,0.015,1.273,13.228,5.038,5.501,0.207,NA,NA
1214,53.91247,0.034,8.08,26.001,19.414,18.42,4.031,NA,NA
1215,80.1582,NA,11.357,14.722,45.469,55.569,10.375,NA,0.013
1216,63.6766,0.042,3.616,21.281,36.033,35.031,2.231,NA,NA
1217,6.10459,NA,0.067,3.789,3.532,4.092,NA,NA,NA
1231,16.18673,NA,7.898000000000001,10.634,6.436999999999999,6.51,0.441,NA,NA
1232,0.16802,0.002,0.392,3.905,0.444,NA,NA,NA,NA
1233,21.33669,0.087,1.859,19.801,7.962,5.332,0.272,NA,NA
1234,55.58848,NA,11.673,24.238,22.635,23.963,5.959,NA,NA
1235,69.77174,NA,9.004,21.796,36.831,42.246,7.066,NA,0.001
1236,14.8101,NA,0.744,3.281,10.216,8.321,0.179,NA,NA
1248,5.5882,0.205,3.558,2.916,8.328,2.771,NA,NA,NA
1249,0.50406,NA,0.79,0.812,0.085,0.436,NA,NA,NA
1250,0.49115,NA,NA,2.971,0.557,NA,NA,NA,NA
1251,23.74828,NA,3.77,16.643,8.058,5.449000000000001,2.166,NA,NA
1252,50.86351,0.056,4.504,22.772,19.566,24.933,4.09,0.193,0.001
1253,18.10531,0.172,0.181,7.169,8.133,8.706,0.446,NA,NA
1265,21.8966,0.118,13.451,7.65,7.259,8.787,NA,NA,NA
1266,NA,NA,NA,0.021,NA,NA,NA,NA,NA
1267,1.40217,NA,0.288,4.801,0.857,0.227,0.022,NA,NA
1268,23.12201,NA,3.263,14.978,7.481,7.866,0.518,0.517,0.002
1269,38.4768,0.121,5.154,17.238,12,14.324,0.328,NA,NA
1280,1.80177,NA,0.184,1.467,0.5609999999999999,0.668,NA,NA,NA
1281,29.80601,0.041,41.381,6.547000000000001,2.623,7.767,0.002,0.357,0.077
1282,0.01233,NA,0.057,0.383,0.065,NA,NA,NA,0.568
1283,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284,41.81443,0.027,8.001000000000001,30.53,11.868,11.851,0.253,2.004,NA
1285,17.040319999999998,NA,0.628,7.179,7.087,8.621,0.627,NA,NA
1292,30.96332,0.04,50.362,11.157,5.056,6.314,0.005,NA,NA
1292,30.96332,0.015,50.362,11.157,5.056,6.314,0.005,NA,NA
1293,14.3158,0.121,47.21,0.926,1.783,2.785,0.602,0.434,11.619
1294,1.01452,NA,3.035,1.012,0.218,0.083,NA,0.064,10.481
1295,2.35461,0.05,2.428,0.717,0.613,0.307,0.364,0.034,NA
1296,16.79958,0.215,3.374,11.855,8.1,4.534,0.199,NA,NA
1302,0.66084,0.007,NA,0.544,0.132,0.166,NA,NA,NA
1303,37.94679,0.155,96.094,2.135,2.55,7.601,0.005,3.003,0.008
1304,22.58922,0.094,111.635,0.914,2.389,2.874,1.08,3.89,28.405
1305,12.55168,0.362,31.026,1.335,0.84,1.42,NA,1.496,20.85
1306,44.99502,0.287,61.768,9.723,5.584,4.796,0.27,3.174,0.035
1307,10.51785,0.024,0.191,4.576,5.01,3.511,0.104,0.054,NA
1311,22.17762,0.049,51.272,6.317,2.499,2.593,NA,NA,0.002
1312,11.37597,0.121,116.953,NA,2.617,1.012,2.716,1.823,0.001
1313,30.95986,0.408,131.985,4.402,2.29,2.377,0.763,11.831,6.332
1314,51.56394,0.69,119.993,3.002,3.559,3.189,1.359,18.586,17.059
1315,17.61613,0.246,26.472,3.365,2.797,2.063,0.282,0.435,0.005
1318,1.92409,0.026,11.116,NA,0.254,0.233,0.013,0.336,NA
1319,3.4734,NA,29.595,NA,0.291,0.185,0.047,0.738,0
1320,21.4692,0.212,78.81,2.353,1.843,0.412,0.156,9.563,NA
1321,40.99524,0.162,103.605,6.013,3.062,3.944,0.009,7.194,0.067
1322,NA,NA,0.038,0.21,0.145,NA,NA,NA,NA
1324,3.73795,0.058,11.35,NA,0.169,0.232,NA,0.552,NA
1325,34.83056,0.265,82.805,3.058,2.737,5.679,0.361,2.474,1.172
1328,9.70046,NA,32.394,NA,0.995,3.278,0.169,0.687,NA
1329,0.05332,NA,0.435,NA,NA,0,NA,NA,0.114
1331,8.63227,0.111,28.293,0.524,0.501,1.947,NA,0.587,0.001
936,0.18101,4.206,0.778,NA,0.482,NA,1.585,NA,16.642
937,0.69477,10.234,NA,NA,3.023,NA,1.452,NA,39.087
938,5.68571,0.699,0.683,NA,5.558,0.06,3.885,0.018,8.148
938,5.68571,8.464,0.683,NA,5.558,0.06,3.885,0.018,8.148
939,0.08876,NA,NA,NA,0.074,0.007,0.007,NA,6.72
940,0.05631,0.024,0.004,0.011,0.33599999999999997,NA,NA,NA,NA
956,2.26463,4.661,0.826,NA,1.535,0.022,1.857,NA,54.398
956,2.26463,19.623,0.826,NA,1.535,0.022,1.857,NA,54.398
957,1.52219,27.287,0.354,NA,4.095,NA,9.092,NA,54.627
958,2.92292,2.34,0.353,NA,2.795,0.299,1.607,0.016,20.324
958,2.92292,2.82,0.353,NA,2.795,0.299,1.607,0.016,20.324
959,NA,NA,NA,0.012,0,NA,NA,NA,0.193
960,0.73709,0.008,0.017,1.738,0.391,0.003,NA,NA,NA
974,1.02555,7.515,0.149,NA,0.169,NA,1.269,NA,0.838
974,1.02555,3.056,0.149,NA,0.169,NA,1.269,NA,0.838
975,1.17269,12.102,0.211,NA,0.368,0.015,2.528,0.004,50.355
976,0.47628,2.516,0.127,NA,1.265,0.037,0.838,NA,49.429
977,1.14629,0.116,0.175,0.007,0.945,0.039,0.106,NA,21.578
978,0.22749,0.097,0.108,1.426,0.579,0.109,0.151,NA,NA
979,0.77384,0.02,0.008,1.231,1.296,0.063,0.02,NA,0.009
