hex_id,soft_wheat_area_km2,hard_wheat_area_km2,corn_grain_area_km2,corn_silage_area_km2,barley_area_km2,rapeseed_area_km2,sunflower_area_km2,sugarbeet_area_km2,vineyards_area_km2
298,3.5803,NA,12.925,4.719,0.72,0.365,1.351,NA,7.964
299,64.17515,7.228,54.056,2.15,11.134,11.783,48.689,0.05,27.128
300,72.91619,9.303,26.86,0.837,26.181,20.11,35.467,0.064,73.024
301,115.38986,0.135,36.893,12.751,18.115,40.013,45.138,0.801,0.025
301,115.38986,4.123,36.893,12.751,18.115,40.013,45.138,0.801,0.025
302,86.70571,0.489,30.203,10.021,13.948,44.003,19.622,0,0.003
303,107.95285,16.769,13.859,5.374,35.526,39.073,27.033,0.23,0.21
304,53.62847,10.283,17.938,3.616,8.717,13.873,15.611,0.053,33.707
304,53.62847,0.34,17.938,3.616,8.717,13.873,15.611,0.053,33.707
311,NA,NA,0.068,NA,NA,NA,NA,NA,NA
312,1.70682,0.02,12.881,1.974,1.164,0.504,0.183,NA,0.034
313,42.27275,0.144,58.196,1.85,3.967,7.742,11.357,NA,0.14200000000000002
314,44.04943,1.937,25.054,1.203,10.675,9.457,27.005,0,56.844
315,17.46147,NA,10.464,0.251,1.079,4.008,7.435,1.993,12.085
316,56.10511,0.422,53.825,3.793,3.453,6.565,36.828,0.871,10.234
317,8.09757,0.058,12.755,2.4,1.206,2.4629999999999996,1.521,0.015,49.285
318,41.22092,2.548,43.19800000000001,3.74,7.407,9.885,31.376,0.05,1.271
319,35.41485,4.098,27.754,1.584,16.787,11.825,15.4,NA,20.511
320,101.49816,8.707,40.757,2.849,23.104,22.019,44.496,0.551,1.695
321,102.34051,3.584,35.751,5.299,18.249,45.669,32.452,0.16,0.002
322,122.82571,18.241,14.184,4.755,40.769,73.375,18.409,0.169,1.623
323,100.87357,1.154,20.16,4.928999999999999,28.294,37.088,31.882,0.048,3.113
323,100.87357,20.135,20.16,4.928999999999999,28.294,37.088,31.882,0.048,3.113
332,0.00655,NA,0.506,0.096,NA,NA,0.019,NA,NA
333,32.4833,0.137,76.824,4.131,3.0749999999999997,6.786,11.028,NA,0.077
334,80.62599,7.473,13.266,0.339,15.974,15.175,33.214,NA,1.332
335,86.18041,5.311,18.894,0.525,10.304,10.606,52.585,5.698,23.717
336,54.28603,0.39,75.484,1.757,3.072,9.654,29.253,2.454,0.93
337,39.59763,0.129,12.619,4.586,5.77,4.333,23.346,0.414,66.757
337,39.59763,0.147,12.619,4.586,5.77,4.333,23.346,0.414,66.757
338,1.82371,0.162,15.891,0.825,1.295,0.832,1.204,0.009,0.081
339,55.30958,5.318,52.840999999999994,5.357,17.777,15.205,32.331,NA,1.019
340,62.9221,3.122,23.44,1.353,28.16,24.114,21.09,NA,0.98
341,99.2184,0.574,41.136,6.761,17.89,49.431,32.878,0,0.029
341,99.2184,2.488,41.136,6.761,17.89,49.431,32.878,0,0.029
342,73.60988,1.26,20.712,7.321,14.202,48.591,6.523,0.119,0.001
343,107.14657,0.034,18.732,5.27,21.461,25.536,38.56,NA,1.688
343,107.14657,10.861,18.732,5.27,21.461,25.536,38.56,NA,1.688
344,38.92047,1.278,15.571,2.091,10.071000000000002,9.586,14.756,0.16,25.54
352,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,17.07657,0.03,32.794,9.058,3.853,1.254,4.269,0.018,0.06
354,56.80543,0.713,51.232,1.183,9.226,14.839,13.246,NA,0.037
355,100.36842,22.456,6.821,0.765,14.746,13.289,76.896,0.107,7.11
356,65.91745,0.54,19.939,0.968,5.786,6.538,33.177,6.222,5.479
357,74.3848,0.763,21.253,8.258,6.199,8.624,46.153,1.305,0.588
358,7.28022,0.049,7.149,1.881,1.863,2.104,1.153,0.093,22.317
359,35.83397,0.453,38.901,4.078,7.308,4.34,27.453,0.444,0.062
360,30.13232,2.34,18.302,6.749,12.776,7.462,12.088,NA,0.596
361,47.85838,0.571,18.74,9.579,15.128,22.561,21.681,0,0.062
362,87.4078,1.786,37.003,5.471,16.83,49.694,19.019,0.255,0.023
363,70.07022,6.128,23.153,3.28,25.454,25.093,20.519,0.078,3.335
364,108.69752,8.517,25.205,4.023,31.289,35.427,39.554,0.079,5.929
364,108.69752,3.97,25.205,4.023,31.289,35.427,39.554,0.079,5.929
373,0.69898,NA,1.576,1.128,0.074,NA,0.413,NA,0.004
374,42.6812,1.828,28.539,4.722,6.38,7.66,13.959,NA,0.088
374,42.6812,0.07,28.539,4.722,6.38,7.66,13.959,NA,0.088
375,67.18852,26.31,2.735,0.179,16.255,9.048,55.366,NA,0.857
376,106.00104,23.19,11.201,1.4,9.356,8.307,81.01,4.308999999999999,1.831
376,106.00104,0.174,11.201,1.4,9.356,8.307,81.01,4.308999999999999,1.831
377,40.93799,0.11,13.317,5.529,9.148,11.428,15.476,0.709,0.781
378,55.43813,0.383,11.87,3.769,13.387,10.113,29.798,0.373,17.728
378,55.43813,0.028,11.87,3.769,13.387,10.113,29.798,0.373,17.728
379,11.30662,0.108,11.885,1.862,3.388,3.159,5.458,0.033,0.09
380,16.34184,0.598,12.41,3.627,5.638,3.124,6.601,0.099,0.075
381,16.65332,0.255,11.901,17.154,4.771,4.544,5.734,NA,0.02
382,56.11991,0.383,32.906,7.585000000000001,10.943,20.412000000000003,23.677999999999997,NA,0.033
383,75.01279,1.489,20.234,7.12,18.682,39.689,16.495,NA,0.043
384,81.97237,0.593,24.391,5.2410000000000005,11.843,21.117,21.472,NA,0.099
384,81.97237,6.026,24.391,5.2410000000000005,11.843,21.117,21.472,NA,0.099
385,61.75786,1.048,8.321,8.289,8.795,18.083,17.215,NA,4.375
393,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,23.40872,0.871,17.537,8.692,3.066,5.513,7.399,NA,0.049
395,79.57114,14.041,21.52,1.155,18.167,6.383,55.394,NA,0.071
396,109.2035,21.557,13.103,0.33699999999999997,11.952,8.735999999999999,81.235,0.221,0.086
396,109.2035,3.073,13.103,0.33699999999999997,11.952,8.735999999999999,81.235,0.221,0.086
397,60.03943,0.3,19.569,1.298,9.834,10.294,29.256,2.506,0.876
397,60.03943,0.058,19.569,1.298,9.834,10.294,29.256,2.506,0.876
398,53.21983,0.45,16.82,5.64,10.477,8.819,19.661,1.308,0.427
399,12.28285,0.343,11.335,5.5,3.524,3.441,3.953,0.206,0.767
400,21.69239,0.13,14.53,3.585,5.407,5.002,9.534,0.424,0.063
401,1.97055,NA,2.902,6.993,1.834,0.265,0.628,NA,0.021
402,7.459390000000001,0.013,12.784999999999998,16.781000000000002,1.1940000000000002,0.729,4.198,NA,0.014
403,52.76698,0.403,28.455,5.167,12.954,22.749,15.976,NA,0.043
404,73.9763,0.093,21.116,13.328,12.183,35.83,13.767,NA,0.045
405,112.39901,4.954,30.587,9.504,19.898999999999997,37.504999999999995,35.592,NA,0.067
405,112.39901,1.068,30.587,9.504,19.898999999999997,37.504999999999995,35.592,NA,0.067
414,0.45744,NA,1.2,1.692,0.301,NA,0.03499999999999999,NA,0.001
415,56.05429,14.404,10.115,5.014,10.707,7.927,28.947,NA,0.043
416,99.17683,38.485,17.542,0.18,15.508,6.673,84.07,NA,0.105
417,79.54285,1.574,27.91,1.236,7.088,9.354,49.586,1.018,0.745
417,79.54285,1.531,27.91,1.236,7.088,9.354,49.586,1.018,0.745
418,46.5743,0.565,24.587,0.629,9.13,8.355,20.864,2.013,0.854
418,46.5743,0.266,24.587,0.629,9.13,8.355,20.864,2.013,0.854
419,9.51981,0.05,3.739,5.162,3.824,1.5259999999999998,3.819,0.077,0.045
420,6.19437,0.269,5.035,3.227,3.193,2.405,4.2,0.01,0.091
421,5.7537,0.088,5.379,6.868,3.162,1.266,0.998,NA,0.052
422,10.55871,0.008,5.571,14.018,1.802,2.194,2.349,NA,0.007
423,20.26302,0.042,14.896,7.468,5.45,7.437,8.567,NA,0.004
423,20.26302,0.155,14.896,7.468,5.45,7.437,8.567,NA,0.004
424,82.99774,2.172,18.395,8.76,20.351,47.634,29.168,NA,0.013
425,72.4055,1.411,19.548,14.844,13.555,27.615,13.704,NA,0.037
425,72.4055,0.1,19.548,14.844,13.555,27.615,13.704,NA,0.037
426,105.32041,2.352,16.158,7.282,19.101,43.302,25.902,NA,0.434
434,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,11.9091,0.01,12.907,4.108,3.282,3.605,3.925,NA,0.009
435,11.9091,1.549,12.907,4.108,3.282,3.605,3.925,NA,0.009
436,73.38111,24.782,20.813,0.963,12.97,14.381,53.129,NA,0.092
437,88.83887999999999,5.579,21.694,1.368,12.536,21.186,59.757000000000005,NA,1.02
437,88.83887999999999,12.213,21.694,1.368,12.536,21.186,59.757000000000005,NA,1.02
438,55.82761,0.143,9.225,1.973,11.562,5.278,27.718,1.082,0.098
439,5.86264,0.03,4.678,2.058,1.759,0.694,1.706,0.069,13.402
440,3.17515,0.153,11.468,2.407,1.554,0.872,2.835,0.042,0.159
441,8.31785,0.093,6.622,3.821,4.265,1.507,2.146,NA,0.104
442,8.31014,0.027,5.254,14.444,4.4510000000000005,1.566,0.693,NA,NA
443,12.42363,0.091,4.133,7.85,3.646,4.396,3.908,NA,NA
444,20.32035,0.037,8.336,8.178,8.149,8.004,4.22,NA,0.014
445,68.96152000000001,0.358,13.687,7.145,22.192,35.892,13.341,NA,0.014
445,68.96152000000001,0.203,13.687,7.145,22.192,35.892,13.341,NA,0.014
446,102.40024,1.917,12.714,9.044,23.554,48.838,12.651,NA,0.003
456,0.36653,NA,1.139,1.443,0.124,0.005,0.212,NA,NA
457,48.34925,4.109,35.644,2.774,10.477,14.638,40.242,0.035,0.652
457,48.34925,27.263,35.644,2.774,10.477,14.638,40.242,0.035,0.652
458,46.07347,25.618,13.567,0.163,8.4,22.584,36.052,NA,0.071
458,46.07347,0.108,13.567,0.163,8.4,22.584,36.052,NA,0.071
459,46.72843,1.441,35.272,0.469,6.078,9.514,26.687,NA,0.655
460,40.71411,0.71,3.722,2.17,15.567,4.591,15.987,0.843,16.136
461,3.20272,NA,4.429,2.789,2.693,0.616,1.419,0.023,0.308
462,5.66134,0.039,9.268999999999998,3.194,2.578,2.212,1.272,NA,0.174
463,12.64172,0.078,13.043,7.604000000000001,4.473000000000001,1.455,2.183,NA,0.016
464,11.53108,NA,1.076,11.192,4.024,2.58,1.114,0.001,0.058
465,13.32018,0.104,6.435,18.547,6.22,2.964,1.502,NA,NA
466,40.28063,0.121,11.026,7.693,10.202,21.193,8.581,NA,0.014
466,40.28063,0.262,11.026,7.693,10.202,21.193,8.581,NA,0.014
467,74.36665,1.019,12.82,13.772,15.871,32.525,11.385,0.074,0.007
468,80.71954,1.919,9.754,2.906,29.756,37.23,13.018,NA,7.784
476,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,23.44806,6.877,9.659,5.548,6.4639999999999995,2.722,18.334,0.121,0.205
477,23.44806,4.068,9.659,5.548,6.4639999999999995,2.722,18.334,0.121,0.205
478,26.31108,22.732,16.248,1.824,8.17,11.62,20.595,NA,0.236
479,37.255889999999994,5.788,25.339,0.5549999999999999,8.109,15.649,22.883000000000003,0.351,21.438
479,37.255889999999994,7.904,25.339,0.5549999999999999,8.109,15.649,22.883000000000003,0.351,21.438
480,53.96519,0.073,8.333,4.724,14.716,4.455,32.985,0.635,1.479
480,53.96519,1.074,8.333,4.724,14.716,4.455,32.985,0.635,1.479
481,2.03705,0.054,0.34,2.402,3.486,NA,0.25,NA,8.576
482,4.45885,0.113,10.534,3.5029999999999997,3.3139999999999996,1.901,1.402,NA,0.047
482,4.45885,0,10.534,3.5029999999999997,3.3139999999999996,1.901,1.402,NA,0.047
483,3.9042,0.029,5.859,3.339,1.511,0.563,0.459,NA,0.113
484,12.85708,NA,3.105,14.386,7.915,1.379,0.561,NA,NA
485,3.33498,NA,1.446,5.202,1.245,0.753,0.92,NA,NA
486,10.81347,0.035,4.359,14.524,5.778,4.955,1.036,NA,0.006
487,5.68242,0.114,8.245,1.623,2.99,2.415,0.812,NA,0.002
488,93.97042,0.357,6.841,4.587,33.641,57.248,6.756,NA,0.004
498,0.20205,NA,0.811,1.479,0.237,NA,0.094,NA,0.119
499,34.76794,3.697,31.176,2.91,8.417,10.686,65.747,NA,0.027
499,34.76794,71.052,31.176,2.91,8.417,10.686,65.747,NA,0.027
500,25.44599,42.021,14.373,0.519,7.226,8.895,34.653,NA,0.14
501,34.28991,3.137,31.112,4.926,8.905,9.023,19.992,0.219,1.151
502,10.89623,0.995,2.272,0.34,7.003,1.613,5.105,0.369,3.167
503,2.86064,0.013,2.67,1.911,8.389999999999999,0.065,0.195,NA,0.142
504,2.88503,0.049,3.79,1.253,2.13,0.226,0.189,NA,0.076
505,10.4925,0.067,7.103999999999999,5.992,5.157,1.177,0.515,NA,0.003
506,10.78848,0.013,2.232,16.73,6.51,1.011,1.148,NA,NA
507,13.82451,0.043,2.257,19.205,7.071,2.235,1.5950000000000002,NA,NA
508,13.98828,0.25,3.174,5.84,6.629,3.9,0.834,NA,0.02
509,79.23468,2.614,4.975,3.158,38.371,39.782,6.782,0.162,0.006
510,54.09291,1.041,7.874,2.212,16.83,27.065,5.004,0.049,20.146
520,0.01076,NA,NA,NA,NA,NA,NA,NA,NA
521,28.80029,22.624,46.062,7.383,8.797,10.604,16.513,NA,0.151
521,28.80029,0.173,46.062,7.383,8.797,10.604,16.513,NA,0.151
522,18.03013,115.894,23.21,1.154,4.831,8.726,82.267,0.02,0.027
523,59.92504,4.605,22.24,2.343,15.195,11.952,45.896,NA,5.785
523,59.92504,10.916,22.24,2.343,15.195,11.952,45.896,NA,5.785
524,20.3899,0.213,7.552,3.822,11.925,1.313,12.407,0.108,1.497
524,20.3899,0.38,7.552,3.822,11.925,1.313,12.407,0.108,1.497
525,2.12336,NA,0.98,0.003,4.454,0.045,0.247,NA,0.233
526,6.01816,0.008,7.579,2.397,6.78,0.31,0.871,NA,0.262
527,3.95024,0.157,3.308,2.833,1.76,0.743,0.182,NA,0.069
528,8.33572,0.023,2.115,8.296,4.574,1.082,0.679,NA,NA
528,8.33572,0.006,2.115,8.296,4.574,1.082,0.679,NA,NA
529,5.80855,NA,1.237,11.404,2.373,1.511,NA,NA,NA
530,16.7699,0.142,3.094,15.522,8.677999999999999,3.395,1.839,NA,NA
530,16.7699,0.076,3.094,15.522,8.677999999999999,3.395,1.839,NA,NA
531,37.00601,0.248,1.838,1.857,18.514,26.95,2.913,NA,0.002
532,105.62054,1.389,16.855,5.668,35.659,48.854,10.912,NA,0.103
544,3.43976,1.241,4.403,1.349,1.734,0.498,2.199,NA,0.079
545,15.46108,82.008,6.366,0.77,9.95,10.765,84.41,0.484,0.004
545,15.46108,38.366,6.366,0.77,9.95,10.765,84.41,0.484,0.004
546,45.20786,20.07,23.955,1.4089999999999998,10.683,11.369,59.992999999999995,0.431,1.655
546,45.20786,46.924,23.955,1.4089999999999998,10.683,11.369,59.992999999999995,0.431,1.655
547,17.27617,3.775,2.187,1.013,11.009,4.537,10.709,NA,11.753
548,2.06807,0.127,3.118,1.123,5.396,0.15899999999999995,0.271,0.086,0.127
549,4.8099,0.008,0.888,2.663,9.271,0.071,0.089,NA,NA
550,1.33738,0.066,0.72,1.87,0.855,0.028,0.03,NA,0.262
551,4.59919,0.05,1.813,3.379,1.941,0.466,0.012,NA,NA
552,2.18938,NA,1.269,5.977,2.0780000000000003,0.275,0.226,NA,NA
553,9.26416,0.002,1.456,17.316,4.213,1.104,0.132,NA,NA
554,30.01293,0.737,3.133,8.909,18.363,11.389,3.196,NA,0.014
555,115.08604,6.77,11.756,NA,70.811,63.352,14.232,0.056,NA
556,57.93839,0.025,10.984,2.693,16.938,25.616,9.164,0.03,0.25
556,57.93839,0.982,10.984,2.693,16.938,25.616,9.164,0.03,0.25
568,0.64403,NA,NA,NA,0.156,0.061,NA,0.002,NA
569,12.35155,56.473,6.363,0.809,12.384,7.254,45.436,0.151,7.07
570,35.40228,5.438,17.027,3.793,12.924,6.068,72.622,0.112,0.048
570,35.40228,52.453,17.027,3.793,12.924,6.068,72.622,0.112,0.048
570,35.40228,34.92,17.027,3.793,12.924,6.068,72.622,0.112,0.048
571,58.66453,6.779,21.52,2.916,18.709,12.416,24.605,0.046,29.998
572,9.17834,0.206,2.371,4.667,10.498,1.34,1.997,0,0.238
573,3.59324,0.074,3.928,3.686,6.797,0.105,0.163,0.06899999999999999,0.033
574,2.51174,0.035,3.396,3.311,1.742,0.038,0.221,NA,0.5930000000000001
575,0.91056,NA,0.118,1.212,0.299,0.106,NA,NA,NA
576,0.49618,0.068,0.115,1.97,0.5309999999999999,NA,NA,NA,NA
577,1.25863,NA,0.447,2.709,0.49,0.283,0.158,NA,NA
578,15.94373,0.024,3.605,10.501,8.074,3.442,1.226,NA,0.002
579,63.01504,0.494,4.285,1.587,40.182,44.521,5.086,NA,NA
580,134.06795,0.68,7.21,0.081,74.779,62.989999999999995,17.92,0.137,0.097
580,134.06795,6.474,7.21,0.081,74.779,62.989999999999995,17.92,0.137,0.097
594,2.08548,4.851,2.261,0.008,1.918,1.301,2.584,NA,19.811
595,11.92857,66.389,7.087,1.199,5.334,3.689,46.23,0.468,5.673
596,59.86967,19.465,12.832,3.844,23.196,9.533,37.738,0.032,0.251
597,40.65183,3.886,3.041,3.031,23.031,8.36,19.535,NA,13.043
598,10.3045,0.227,3.228,13.487,12.155,1.643,0.608,0,0.023
599,3.94691,0.043,0.335,18.468,4.654,0.008,0.068,NA,0.001
599,3.94691,0.023,0.335,18.468,4.654,0.008,0.068,NA,0.001
600,1.21581,0.016,0.173,3.436,0.633,NA,NA,NA,0.004
601,0.17326,NA,NA,0.449,0.132,NA,NA,NA,NA
602,0.99824,0.073,NA,0.867,0.164,0.226,NA,NA,NA
603,7.12242,0.179,0.178,6.365,3.577,2.647,0.715,NA,NA
604,50.54566,0.022,5.838,5.496,29.832,18.947,6.557,NA,0.212
604,50.54566,0.45,5.838,5.496,29.832,18.947,6.557,NA,0.212
605,101.41236,1.013,4.491,0.152,64.814,44.376000000000005,20.37,0.205,NA
605,101.41236,9.863,4.491,0.152,64.814,44.376000000000005,20.37,0.205,NA
606,33.39233,0.202,7.791,2.0789999999999997,14.564,18.905,3.586,NA,0.013
606,33.39233,0.172,7.791,2.0789999999999997,14.564,18.905,3.586,NA,0.013
618,0.02901,0.086,NA,NA,0.213,NA,NA,NA,0.352
619,4.79772,41.583,1.712,NA,7.07,1.546,27.339,0.228,83.743
620,17.82996,5.655,5.956,8.868,9.547,2.248,4.85,0.038,0.009
621,40.47658,2.127,7.563,8.138,28.687,9.401,13.726,0.054,1.321
622,18.47551,0.007,1.816,11.333,16.486,5.784,1.5590000000000002,NA,0.004
622,18.47551,0.113,1.816,11.333,16.486,5.784,1.5590000000000002,NA,0.004
623,6.60023,0.062,1.542,16.775,6.391,1.037,0.061,NA,0.01
624,5.99695,0.029,0.047,9.631,2.063,0.107,0.018,NA,NA
625,1.30162,0.072,0.184,3.595,0.178,NA,NA,NA,NA
626,0.2024,NA,0.01,0.945,NA,NA,NA,NA,NA
627,2.72726,0.051,0.533,3.898,2.114,0.136,NA,NA,NA
628,29.57377,NA,2.72,7.840000000000001,16.16,12.356,2.943,NA,NA
629,45.33068,NA,5.0920000000000005,2.888,20.465,18.917,5.89,NA,0.005
630,92.90044,2.112,22.168,NA,51.727,33.565,23.118,0.949,4.038
630,92.90044,1.113,22.168,NA,51.727,33.565,23.118,0.949,4.038
643,0.18416,0.509,NA,NA,0.966,NA,0.092,NA,7.516
644,1.76697,6.994,0.173,0.383,3.854,0.229,3.153,NA,38.372
645,8.5046,0.976,1.748,4.018,9.682,1.361,2.791,NA,0.01
646,18.1765,0.068,3.027,7.175,18.86,5.4079999999999995,2.772,NA,0.005
646,18.1765,0.222,3.027,7.175,18.86,5.4079999999999995,2.772,NA,0.005
647,19.00703,0.372,1.462,17.405,19.328,2.409,0.08,NA,1.926
648,9.74476,0.224,0.122,15.964,5.529,NA,NA,NA,NA
649,2.29189,NA,0.019,5.141,0.751,NA,NA,NA,NA
650,0.70216,NA,NA,2.739,0.137,NA,NA,NA,NA
651,0.62037,NA,0.002,2.076,0.675,0.003,NA,NA,NA
652,15.58956,0.197,1.703,12.631,7.59,1.489,0.448,NA,NA
653,42.15521,0.407,1.686,7.542999999999999,17.240000000000002,19.737,3.364,NA,0.335
653,42.15521,0.044,1.686,7.542999999999999,17.240000000000002,19.737,3.364,NA,0.335
654,94.18248,2.728,21.011,1.664,53.152,37.72,25.214,0.064,0.064
655,29.99691,0.085,3.263,1.242,14.885,16.768,5.228,0.194,0.03
667,0.01949,NA,NA,NA,0.033,NA,NA,NA,22.775
668,2.86776,5.497,0.076,NA,2.351,NA,2.049,NA,60.357
669,0.28062,NA,0.029,2.774,0.503,NA,0.023,NA,NA
670,7.987959999999999,0.007,0.284,4.479,23.695,1.763,0.34900000000000003,NA,0.011
670,7.987959999999999,0.085,0.284,4.479,23.695,1.763,0.34900000000000003,NA,0.011
671,19.19395,0.111,0.599,23.788,26.634,3.8,0.28,NA,NA
672,3.74245,0.021,1.103,6.434,5.827,0.394,0.011,NA,0.708
673,5.29745,0.077,0.001,7.628,0.65,NA,NA,NA,NA
674,0.46549,0.182,0.012,2.959,0.074,NA,NA,NA,NA
675,0.22572,NA,NA,1.093,0.372,NA,NA,NA,NA
676,11.3698,0.092,0.077,7.653,3.328,0.375,0.25,NA,NA
677,14.92965,NA,0.752,6.225,6.458,3.647,2.253,NA,0.024
678,44.93701,0.106,6.649,4.96,19.879,17.33,10.432,0,0.006
679,78.40388,3.841,41.543,0.029,56.227,43.367,13.396,0.5,0.019
693,0.08891,0.18,NA,NA,0.397,NA,NA,NA,16.346
694,1.63001,1.341,0.049,NA,1.1389999999999998,0.048,0.118,NA,91.639
694,1.63001,1.256,0.049,NA,1.1389999999999998,0.048,0.118,NA,91.639
695,0.94065,0.01,0.024,1.323,2.685,0.16499999999999998,NA,NA,NA
695,0.94065,0.057,0.024,1.323,2.685,0.16499999999999998,NA,NA,NA
696,6.823049999999999,0.008,0.481,7.604,25.363,2.037,0.267,NA,0.003
697,9.98618,0.018,0.196,4.331,13.865,1.247,0.107,NA,0.032
698,5.93891,0.067,0.028,6.242,3.126,0.122,NA,NA,0.003
699,0.01285,NA,NA,0.115,NA,NA,NA,NA,NA
700,NA,NA,NA,0.241,NA,NA,NA,NA,NA
701,1.83889,0.078,NA,4.932,1.461,0.022,NA,NA,NA
702,15.39208,0.131,0.768,9.579,5.945,2.986,0.428,NA,NA
703,30.736469999999997,0.281,4.221,10.62,15.422,12.134,2.032,NA,0.013
704,73.93004,4.022,20.064,0.394,51.088,46.67,17.465,0.481,NA
705,72.91632,2.357,14.847,1.703,50.406,42.302,14.492,0.407,6.293
99,51.75227,0.039,10.456,47.786,9.645,8.302,0.092,0.002,NA
100,69.61929,0.218,25.963,66.559,12.757,9.925,NA,NA,NA
101,2.17025,0.077,0.982,0.027,2.546,0.269,NA,NA,NA
102,0.89415,0.074,NA,2.304,0.462,0.043,NA,0.002,NA
103,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,65.49549,0.29,22.121,67.832,10.297,7.001,NA,NA,NA
116,52.37675,0.139,28.834,35.654,12.033,5.489,NA,1.148,NA
117,3.58915,0.009,1.947,6.08,0.9,0.012,NA,NA,NA
118,7.43262,0.052,0.239,21.295,5.612,0.097,NA,NA,NA
132,69.16986,NA,14.302,56.925,13.346,12.512,0,0.008,NA
133,62.58152,NA,20.12,85.751,14.219,6.075,NA,NA,NA
134,8.26962,0.077,2.756,19.782,2.386,0.738,NA,NA,NA
135,8.57746,NA,4.314,16.086,4.94,0.16,NA,0.029,NA
136,20.24206,0.092,1.981,58.325,8.981,2.03,NA,NA,NA
152,33.55877,0.024,9.83,66.661,8.475,2.599,NA,0.015,NA
153,62.62392,0.078,32.558,59.863,15.153,8.24,NA,1.172,NA
154,21.77551,0.404,4.756,58.521,9.032,1.615,NA,NA,NA
155,23.6104,0.089,2.688,62.599,9.37,2.208,NA,0.017,NA
156,7.13397,NA,2.008,18.939,4.535,0.606,NA,0.011,NA
171,78.04116,NA,23.042,79.002,15.468,9.503,0.048,NA,NA
172,38.98634,0.07,18.821,85.331,9.423,2.716,NA,NA,NA
173,24.730400000000003,0.111,7.352,83.007,9.96,1.85,NA,NA,NA
174,17.57019,0.023,2.913,75.524,8.021,1.45,NA,NA,NA
175,18.02207,0.161,3.193,51.217,6.208,0.982,NA,0.003,NA
191,52.489990000000006,0.049,19.154,107.208,7.501,4.141,NA,NA,NA
192,47.332,0.116,20.47,102.094,14.462000000000002,3.143,NA,NA,NA
193,26.36565,0.044,3.664,93.731,9.338,2.891,NA,NA,NA
194,26.21717,NA,2.451,43.39,4.234999999999999,5.536,NA,0.095,NA
195,4.48996,NA,3.522,4.819,3.321,0.146,NA,0.094,NA
211,58.7433,0.187,5.895,56.398,12.81,12.926,0.095,0.268,NA
212,44.15535,0.043,13.441,115.154,9.592,2.393,NA,NA,NA
213,34.88633,0.018,6.853,78.807,11.145,2.81,NA,0.007,NA
214,44.95482,0.109,1.318,61.802,7.275,4.567,NA,0.544,NA
215,0.40713,NA,NA,0.221,0.135,0.14,NA,NA,NA
231,57.59465,NA,8.644,91.054,9.433,5.504,0.124,NA,NA
232,38.55672,0.031,4.772,85.167,6.0680000000000005,3.271,NA,NA,NA
233,63.77807,0.15,2.8920000000000003,74.65899999999999,9.646,9.518,NA,0.968,NA
233,63.77807,0.007,2.8920000000000003,74.65899999999999,9.646,9.518,NA,0.968,NA
234,43.77981,0.024,1.281,39.632000000000005,8.76,10.566,NA,0.963,NA
250,66.89247,NA,3.566,44.693,16.67,19.607,0.81,NA,NA
251,69.80021,0.108,5.324,102.887,9.004,5.27,NA,NA,NA
252,64.73887,NA,0.395,76.117,10.556,12.968,0.023,NA,NA
253,94.49655,0.018,5.086,43.439,13.538,27.106,NA,7.907,NA
269,52.50988,NA,1.202,67.468,8.189,9.038,1.042,NA,NA
270,41.54721,NA,3.151,59.948,7.343,3.797,NA,NA,NA
271,66.07932,0.02,2.447,27.637,20.498,25.807,0.002,2.297,NA
272,69.37675,NA,2.56,9.978,9.789,16.655,NA,15.769,NA
288,51.06752,0.036,10.169,31.933,8.599,13.117,1.2000000000000002,NA,NA
288,51.06752,0.102,10.169,31.933,8.599,13.117,1.2000000000000002,NA,NA
289,74.03045999999999,NA,1.674,73.899,11.52,9.172,NA,NA,NA
290,52.17648,NA,3.288,40.266,11.300999999999998,12.659,NA,1.011,NA
291,106.80193,NA,4.102,3.964,21.902,33.532,NA,28.016,NA
307,68.88943,NA,10.562,47.661,10.132,14.932,1.526,NA,NA
308,62.64866,NA,1.911,54.537,16.255,11.035,NA,1.214,NA
309,124.90382,NA,4.737,10.35,37.426,45.302,0.507,29.302,0.073
310,16.79091,NA,1.866,0.384,3.038,3.828,NA,3.659,NA
326,92.53222,0.098,41.866,16.296,20.497,35.669,5.221,NA,NA
327,50.16565,0.295,4.373,30.092,8.368,15.854,0.615,0.543,NA
328,89.7288,0.132,3.636,19.015,37.718,30.445,1.963,12.387,NA
329,31.98563,0.102,7.853,10.434,8.869,9.065,NA,4.333,NA
330,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,109.73529,0.05,47.925,15.376,19.749,33.028,6.589,2.261,NA
348,59.77221,NA,2.419,28.448,16.478,17.71,0.245,3.62,NA
349,42.00956,NA,5.319,23.605,11.273,8.850000000000001,0.07,2.5959999999999996,NA
350,8.41095,0.021,0.876,5.913,0.888,2.43,NA,0.532,NA
351,5.57323,NA,0.244,2.784,0.834,0.55,NA,0.886,NA
367,46.13834,0.013,40.58,16.715,9.385,12.938,2.017,NA,NA
