hex_id,year,month,mean_temperature_celsius
120,2014,1,10.652604345912184
319,2014,1,8.028703034535656
565,2014,1,7.381523970951298
577,2014,1,6.294919809834528
626,2014,1,4.885213550338831
1144,2014,1,8.187705004056353
1105,2014,1,4.872918908127519
1045,2014,1,5.36167089578991
796,2014,1,3.2703066570528776
1227,2014,1,1.9114874262028885
640,2014,1,6.4327395197092345
847,2014,1,6.519171537641437
1276,2014,1,-7.472021943479756
358,2014,1,8.33011837212642
1119,2014,1,5.210258277853082
1171,2014,1,2.920733772710245
742,2014,1,8.625154476767635
1157,2014,1,5.019774328724497
1013,2014,1,10.047840234957684
415,2014,1,8.150323595275236
1122,2014,1,5.041457644825827
762,2014,1,6.103345173189077
58,2014,1,7.458723707803534
908,2014,1,6.1284075502922954
774,2014,1,3.6672604744165054
1363,2014,1,12.554783079584007
735,2014,1,6.469637826172013
214,2014,1,7.672072226920757
354,2014,1,8.516867318308213
1343,2014,1,11.566834952327644
609,2014,1,6.509497216606512
118,2014,1,9.0656666317202
868,2014,1,6.467942622418009
743,2014,1,8.964538035297684
488,2014,1,7.383939372538406
665,2014,1,6.917346956384509
1197,2014,1,4.893960188527837
168,2014,1,7.9777272984265055
345,2014,1,7.407592977078226
1273,2014,1,-3.455665818376874
1052,2014,1,8.3950824140329
624,2014,1,5.838637416410353
777,2014,1,6.888581293853727
550,2014,1,6.641875103192529
1201,2014,1,4.330212550509699
270,2014,1,6.383780613847474
327,2014,1,6.343815019203779
919,2014,1,4.186340983992694
898,2014,1,6.605216838288707
790,2014,1,9.456903076171898
965,2014,1,5.221123418807373
1047,2014,1,5.685259336279762
1143,2014,1,4.2141821823079315
871,2014,1,5.8996970680839516
1242,2014,1,-6.578048939939465
1234,2014,1,5.080753653087713
225,2014,1,8.530737748365404
127,2014,1,9.492455415135549
1043,2014,1,5.1357720628912045
734,2014,1,6.652659813916788
758,2014,1,6.7124274258871
244,2014,1,8.38892669474548
1192,2014,1,5.562889765900828
498,2014,1,6.456940198357605
1015,2014,1,8.09421186737007
816,2014,1,3.763284762404511
568,2014,1,4.985709772314326
542,2014,1,7.502252197265648
934,2014,1,5.287300635148482
1176,2014,1,4.840469862781892
746,2014,1,5.15176214774774
939,2014,1,3.348341143022629
1334,2014,1,12.306558721122732
1316,2014,1,3.4782975741561546
231,2014,1,6.734254933144706
833,2014,1,6.3170079753407915
360,2014,1,7.846062869374939
503,2014,1,7.790800111540138
212,2014,1,6.758312798785449
628,2014,1,7.125462946264313
295,2014,1,8.758189715085413
1241,2014,1,-4.147087376411506
296,2014,1,8.811695708990468
1127,2014,1,5.4982685712307005
115,2014,1,7.501386749058499
129,2014,1,8.323246690804918
842,2014,1,5.995052696784658
1071,2014,1,7.073982614832766
427,2014,1,7.029960436123821
502,2014,1,7.787286369283478
128,2014,1,8.591717294230044
1261,2014,1,-2.9690450741034096
713,2014,1,5.948443691548961
312,2014,1,7.838649152272457
744,2014,1,7.156003018513406
70,2014,1,8.320912559514229
1035,2014,1,7.2815466317459
809,2014,1,6.108509708118974
895,2014,1,5.728356421748342
194,2014,1,8.1677323434943645
914,2014,1,5.641801729901715
783,2014,1,6.531825012481114
252,2014,1,6.664336670845537
1150,2014,1,3.6826674873711815
1006,2014,1,5.810734524503598
247,2014,1,7.661192143935291
66,2014,1,7.726980129560989
1191,2014,1,4.346114690661168
1356,2014,1,5.78496498318048
265,2014,1,7.601189752786029
133,2014,1,7.674228937659929
1114,2014,1,5.111481204303731
308,2014,1,6.5032500570186
1335,2014,1,12.39030510760804
1306,2014,1,4.463303648215457
658,2014,1,6.641749675912571
1021,2014,1,6.483720139822317
49,2014,1,8.115848091189608
697,2014,1,5.889936824682449
243,2014,1,8.573411255680094
580,2014,1,7.337608442683273
426,2014,1,7.378792707453996
1104,2014,1,4.955878104393044
603,2014,1,6.680841605793918
