hex_id,year,month,mean_temperature_celsius
120,2000,1,5.826172256771728
319,2000,1,4.511154246907982
565,2000,1,5.633273773498529
577,2000,1,2.5271719452862085
626,2000,1,1.2978117654143588
1144,2000,1,5.018442402088733
1105,2000,1,2.507433825349924
1045,2000,1,2.442073781923257
796,2000,1,-0.8266961833483794
1227,2000,1,-1.4090075257977377
640,2000,1,4.703647035215429
847,2000,1,3.2911769877631314
1276,2000,1,-10.681945728835789
358,2000,1,4.348805460976653
1119,2000,1,2.284111414941745
1171,2000,1,-0.602232411346522
742,2000,1,5.5051993663188235
1157,2000,1,2.0523488879379665
1013,2000,1,6.6138986300500715
415,2000,1,3.84863871127225
1122,2000,1,2.4100767788048474
762,2000,1,3.844917195115631
58,2000,1,5.148044183897052
908,2000,1,2.732096450981872
774,2000,1,-0.4165253903747399
1363,2000,1,10.438247899926
735,2000,1,3.753409969331251
214,2000,1,5.808067431640182
354,2000,1,3.918406577205365
1343,2000,1,9.649688257548728
609,2000,1,3.691208071287379
118,2000,1,7.854867023954304
868,2000,1,3.32394018676069
743,2000,1,5.689363145625115
488,2000,1,4.274023056293169
665,2000,1,5.427101540420101
1197,2000,1,2.559430506798231
168,2000,1,4.699608790883878
345,2000,1,4.597806558435665
1273,2000,1,-7.710452002518718
1052,2000,1,4.750877290069288
624,2000,1,2.529004299861523
777,2000,1,2.9270058296111996
550,2000,1,3.104270259116095
1201,2000,1,1.8104163217439904
270,2000,1,4.0666009691918275
327,2000,1,3.9085229614791466
919,2000,1,1.2783563327941825
898,2000,1,3.760993900076208
790,2000,1,6.031854248046898
965,2000,1,2.064942550548667
1047,2000,1,2.8893718044762227
1143,2000,1,1.987372123473552
871,2000,1,3.1545958574850106
1242,2000,1,-10.016253335543151
1234,2000,1,2.2776737631666726
225,2000,1,5.095197436526666
127,2000,1,6.106499766487339
1043,2000,1,2.1005866847922725
734,2000,1,3.7942853774150698
758,2000,1,3.7779187469086546
244,2000,1,4.95601290746136
1192,2000,1,2.251345192627697
498,2000,1,2.5862273978735604
1015,2000,1,4.752141557031736
816,2000,1,0.7926840441695766
568,2000,1,1.43329391709828
542,2000,1,5.905999755859398
934,2000,1,3.0337485305314287
1176,2000,1,1.8535709754999288
746,2000,1,1.925770611712222
939,2000,1,0.1281756337153765
1334,2000,1,10.443503711486075
1316,2000,1,0.9502782943331138
231,2000,1,4.397935070829739
833,2000,1,4.131729382649146
360,2000,1,4.298781577456098
503,2000,1,3.8613345676332456
212,2000,1,4.490684995134322
628,2000,1,3.1989969588493845
295,2000,1,4.269190504607658
1241,2000,1,-8.40532174408501
296,2000,1,4.474955902872046
1127,2000,1,2.496969991734185
115,2000,1,5.240641946640818
129,2000,1,4.983300306379681
842,2000,1,1.7348624138638538
1071,2000,1,3.5847990683520115
427,2000,1,4.183032556585208
502,2000,1,3.735791522661122
128,2000,1,5.085483506397091
1261,2000,1,-7.998961636019545
713,2000,1,3.867355273110658
312,2000,1,3.5171449373586143
744,2000,1,3.696271899260137
70,2000,1,5.608023039773817
1035,2000,1,3.836962017110472
809,2000,1,3.805946586387708
895,2000,1,3.506302797012889
194,2000,1,6.6536281480168915
914,2000,1,3.2923212738588767
783,2000,1,3.645031380765146
252,2000,1,4.419547778102249
1150,2000,1,0.5611174946100522
1006,2000,1,2.783128480185926
247,2000,1,4.438119936454445
66,2000,1,5.88676343178889
1191,2000,1,0.852843304334935
1356,2000,1,3.5132463397691764
265,2000,1,4.333700789937846
133,2000,1,5.53273505995251
1114,2000,1,1.8255650474864535
308,2000,1,4.097516588076031
1335,2000,1,10.552850237634122
1306,2000,1,1.846043931967986
658,2000,1,3.798232780747693
1021,2000,1,2.821581281378856
49,2000,1,6.6885643706132365
697,2000,1,2.5853283832393386
243,2000,1,4.994809631741015
580,2000,1,4.115833241052821
426,2000,1,4.41782118341677
1104,2000,1,2.4567308183858616
603,2000,1,2.793650360651492
606,2000,1,4.085734110906264
68,2000,1,6.653114620448501
963,2000,1,2.195412398765912
584,2000,1,3.6762867751171866
1107,2000,1,5.423040015092381
787,2000,1,3.8787047350312776
1126,2000,1,4.101275627853376
1352,2000,1,9.083465805445266
373,2000,1,1.1726487422029506
100,2000,1,5.71883807446843
255,2000,1,4.17931409791832
45,2000,1,7.418237264712154
551,2000,1,2.58526748734383
674,2000,1,1.056928103631856
929,2000,1,3.19558742848318
1202,2000,1,-1.6922974626572396
398,2000,1,4.214250674173494
709,2000,1,3.818404998458556
56,2000,1,7.794946289062523
318,2000,1,4.370753254483321
39,2000,1,6.675500934078637
65,2000,1,5.0924371206321295
357,2000,1,4.3109777205115565
589,2000,1,5.04211625223577
434,2000,1,0.7035737976638997
20,2000,1,5.897221371591719
453,2000,1,4.782343068980869
266,2000,1,4.6349517672407705
372,2000,1,-3.840887451171852
1308,2000,1,4.136529541015648
1097,2000,1,2.9526802551915727
909,2000,1,3.195067042907531
1103,2000,1,2.296000980949164
15,2000,1,7.616570290090463
1117,2000,1,2.9112178275096228
866,2000,1,2.920511094048619
1247,2000,1,0.849958713992518
217,2000,1,4.320702333980101
213,2000,1,4.874395335523853
1213,2000,1,1.6640776474670036
1024,2000,1,1.9821642710998824
704,2000,1,3.617241887832986
1151,2000,1,0.8848583266738205
111,2000,1,5.227071802140059
1288,2000,1,-8.812471130683864
769,2000,1,3.199450623298754
741,2000,1,5.136804199218773
814,2000,1,4.384648274567753
142,2000,1,6.878418833612564
1300,2000,1,-9.908462079381186
1333,2000,1,10.832330322265648
1158,2000,1,1.9116808359719304
8,2000,1,8.635000921131036
1178,2000,1,2.5205266210470754
643,2000,1,3.9323439986488142
