hex_id,human_km2
1332,0.15466885568280253
1333,0
1334,149.62199556689671
1335,6.420198922840042
1336,0.8507434092872966
1337,14.27047765561402
1338,14.625787427512275
1339,15.819043774565321
1340,7.541752520274527
1341,212.2615489734032
1342,2.7723889006466043
1343,63.1260775010597
1344,2.4510118867267576
1345,18.017277234258497
1346,8.270546193024432
1347,4.371898867362357
1348,0.4496640730253748
1349,12.805192055083724
1350,6.7081715679019
1351,16.71799402154402
1352,7.251573264144133
1353,10.275943078899353
1354,21.583822625516763
1355,17.40261220686096
1356,18.198891182847163
1357,17.433603368496197
1358,74.571432442039
1359,63.665451574530636
1360,29.987953069726984
1361,10.629826663976349
1362,248.27745690373132
1363,16.676416471245354
1364,33.36904025139542
1365,24.246958837459488
1366,97.63229337305825
1367,60.662396840654786
513,46.6794628320311
514,149.38494810493762
515,98.34217615681877
535,32.987446136294096
536,187.6173060551733
537,121.79066768197205
538,100.84397136596358
559,31.67792194873457
560,100.09392643902639
561,348.7731019362046
583,30.517543732422947
584,67.11060588280108
585,301.535039313143
586,107.72524296070117
609,51.92003476222099
610,455.82315170604346
611,1125.7141259433374
633,58.7618126784418
634,198.69667924943315
635,4776.16405326331
636,178.12020590594977
658,56.47373631744495
659,2401.2496261207466
660,2809.666325014908
682,50.188731681423896
683,387.6711203477505
684,10301.50794273832
685,582.9883321420906
708,92.16706715854443
709,992.7371537446821
710,733.620504429127
733,86.83856002857712
734,340.8811140619369
735,838.7059436609308
736,78.89105263928943
758,149.68131459741582
759,113.97528965999071
760,263.6491997268623
782,48.918323066384765
783,68.94537127048982
784,143.07570196398757
785,55.668480903602855
805,80.92494733705976
806,38.4130005904643
807,89.6201916427328
827,115.0770507400683
828,95.03350072764371
829,50.73123397635977
830,33.41082243216365
849,24.04071334148287
850,25.61567997082228
851,76.07701562317415
869,19.823564091403192
870,64.99485243189444
871,15.349103237868592
872,37.8605107976967
516,113.72944189014804
517,46.71354356836322
518,168.60309324019468
539,48.494844077171976
540,49.06179491527101
541,52.148483754054794
542,189.8325716968945
562,53.65680661980701
563,37.70182266026261
564,86.8994412302998
565,165.31646495255043
566,364.157506015528
587,57.57815166923413
588,55.99767307388383
589,41.27358524134515
590,86.74708851817256
591,606.0664809878857
612,177.61227441072137
613,40.680843678009715
614,95.66222079852093
615,51.816131912549075
616,111.63963806474015
637,69.77027695936634
638,130.34253044252102
639,33.46002303516041
640,71.62076374751962
641,168.0955543345314
661,171.960497569487
662,59.233085530758515
663,87.43543496606836
664,55.1578017353916
665,183.8414013431545
686,62.777037794291545
687,259.3614824889023
688,50.426382554689745
689,200.81286677926317
690,588.2932078754459
711,146.14382767010648
712,68.36032450505718
713,67.16634967141505
714,486.93826606443264
715,163.40069657886806
716,558.7903430274715
737,65.2072035217897
738,65.93567962754213
739,301.8750532987103
740,307.95082335607816
741,80.93730457732306
761,214.61456208955354
762,73.04668004493183
763,58.17028847635216
764,966.9089620640976
765,524.5444991861656
786,126.95948116286503
787,60.99858229977716
788,308.52353713278944
789,2044.3789340365804
808,144.86108400768697
809,161.21224946294944
810,176.33803305644437
811,369.5236633443968
812,3221.424900977278
831,76.9373080354746
832,217.553718160486
833,403.9216614817622
834,491.34596545602403
852,57.17169386311889
853,36.80933027656633
854,118.29979119866309
855,725.3908502140218
873,77.65302494821427
874,43.47177819922508
875,147.8119907274485
892,91.9879821188453
893,56.751619149914305
894,30.25804093458901
895,79.52450029717455
896,51.487502670048634
912,26.281837522146883
913,515.8414088885513
914,18.901745295949457
915,81.92268410808198
916,341.70593134804653
932,52.27155560905442
933,49.455398117701854
934,16.971000493376415
935,61.93975736421534
951,27.84162534172865
952,36.26747320075132
953,38.434981265981236
954,22.011435345541802
955,30.85197718137725
68,131.99961843113277
69,205.72392239267333
74,398.8051544897037
75,79.92546983611436
76,87.86664792175586
82,54.85796313171484
83,545.5113175093969
84,759.7331295866617
85,141.5270037796496
86,100.7182501341246
91,7.978503937283894
92,423.65248292531766
93,74.50154633250442
94,101.30271420426592
95,117.21936955050813
96,83.66096248533063
104,35.81739616225891
105,146.087517998693
106,20.937912641492385
107,4.765717830976249
109,64.26265632917712
110,89.46603632765594
111,104.45110866098334
112,971.6339093382431
119,9.48055222835524
120,42.80079474924901
121,60.561394000889855
122,35.35041307049754
123,31.891961392576412
124,20.44238840934672
125,1.5318586617778742
