hex_id,year,month,total_rainfall_mm
120,2006,1,76.063582184686
319,2006,1,68.46801393134972
565,2006,1,35.154480932309674
577,2006,1,66.80143917862179
626,2006,1,71.74244845561675
1144,2006,1,75.2691251884962
1105,2006,1,33.270194835229645
1045,2006,1,44.10963331525144
796,2006,1,70.76929616669943
1227,2006,1,52.24668716179274
640,2006,1,28.064548032662643
847,2006,1,38.973342719590725
1276,2006,1,59.25116373094559
358,2006,1,57.26754032670524
1119,2006,1,42.481432428564126
1171,2006,1,73.84289654408971
742,2006,1,148.2963592273822
1157,2006,1,43.257235435121125
1013,2006,1,129.6672757803406
415,2006,1,48.28139771933394
1122,2006,1,36.217885074104295
762,2006,1,28.08112148394387
58,2006,1,29.652724645890427
908,2006,1,41.83485924937758
774,2006,1,70.65632424741692
1363,2006,1,49.59863226784699
735,2006,1,33.30691403343767
214,2006,1,24.74163480321199
354,2006,1,46.98813952233586
1343,2006,1,50.30625392896765
609,2006,1,44.64927862569624
118,2006,1,44.889206454538474
868,2006,1,38.47814631437228
743,2006,1,175.72826938836815
488,2006,1,71.79529057380934
665,2006,1,23.787166853037142
1197,2006,1,31.5473712493369
168,2006,1,38.42076213996757
345,2006,1,43.33550980821549
1273,2006,1,66.36940221751806
1052,2006,1,82.7355585254313
624,2006,1,81.25420353628576
777,2006,1,43.51288304230248
550,2006,1,67.02790168952109
1201,2006,1,58.51526771140032
270,2006,1,33.9525139461119
327,2006,1,34.13637814551386
919,2006,1,172.67255291972984
898,2006,1,240.7673977960982
790,2006,1,223.26430678367615
965,2006,1,44.64804619841989
1047,2006,1,38.79824243626221
1143,2006,1,32.3745524089155
871,2006,1,32.118465018409424
1242,2006,1,60.5818919323683
1234,2006,1,38.799498666651886
225,2006,1,51.37132842329435
127,2006,1,40.88590793824242
1043,2006,1,45.725712793287826
734,2006,1,35.88258355775976
758,2006,1,35.23237919460373
244,2006,1,54.13963108328222
1192,2006,1,54.22011302647557
498,2006,1,85.92302039748466
1015,2006,1,95.22287744854924
816,2006,1,146.53095163651352
568,2006,1,97.68207296839806
542,2006,1,35.92952713370323
934,2006,1,28.19467828321358
1176,2006,1,44.61503272414132
746,2006,1,130.73525681496918
939,2006,1,132.85568868059528
1334,2006,1,72.36919228999756
1316,2006,1,80.90504106880961
231,2006,1,33.51048660473317
833,2006,1,21.89260856932849
360,2006,1,71.82570117461316
503,2006,1,53.8854892347272
212,2006,1,34.3183609034999
628,2006,1,55.33010316783798
295,2006,1,42.65686509514542
1241,2006,1,60.06542098632567
296,2006,1,42.35297806502363
1127,2006,1,68.75759243227122
115,2006,1,35.08395294175781
129,2006,1,33.99686296665899
842,2006,1,57.284685105018426
1071,2006,1,68.41702972594888
427,2006,1,54.76276118943102
502,2006,1,47.45800575815383
128,2006,1,37.966041862765415
1261,2006,1,60.54929655695601
713,2006,1,29.563917059096273
312,2006,1,84.98010381057595
744,2006,1,219.40660629074063
70,2006,1,25.064018664990524
1035,2006,1,76.0858448349535
809,2006,1,26.495234760270495
895,2006,1,23.147337685757023
194,2006,1,34.005106725829286
914,2006,1,27.93020597248672
783,2006,1,33.91548886470963
252,2006,1,31.469907127021127
1150,2006,1,66.31325982676624
1006,2006,1,41.393861970582485
247,2006,1,40.11181885122968
66,2006,1,36.67836570482372
1191,2006,1,64.16933656223904
1356,2006,1,83.70300210082301
265,2006,1,42.46919050558338
133,2006,1,41.90981680260486
1114,2006,1,65.25056160806533
308,2006,1,33.05732094018491
1335,2006,1,54.5513286919857
1306,2006,1,41.73925671984889
658,2006,1,41.91302902885752
1021,2006,1,67.44310985255947
49,2006,1,47.56082789750325
697,2006,1,94.17760244611546
243,2006,1,51.60574092777216
580,2006,1,61.66900962679317
426,2006,1,66.69342763674149
1104,2006,1,34.223228903776636
603,2006,1,60.28807021365222
606,2006,1,57.644970901701505
68,2006,1,31.548173588221424
963,2006,1,60.604322366303
584,2006,1,45.40893295345464
1107,2006,1,82.75203101104239
787,2006,1,26.137519860980852
1126,2006,1,73.30818829904099
1352,2006,1,46.20311575831037
373,2006,1,86.43014711538582
100,2006,1,39.051714882578274
255,2006,1,77.80950173168983
45,2006,1,51.68273980753959
551,2006,1,72.2258889011801
674,2006,1,75.46928483563678
929,2006,1,37.79957735070301
1202,2006,1,58.959247718141285
398,2006,1,45.2626630197692
709,2006,1,35.174564855120586
56,2006,1,36.545559763908386
318,2006,1,67.22176348473099
39,2006,1,53.217074338932335
65,2006,1,27.896325703208092
357,2006,1,46.89221336297972
589,2006,1,32.30770256637776
434,2006,1,87.20746666916857
20,2006,1,38.230644653079644
453,2006,1,34.75129362414461
266,2006,1,38.55805912051153
372,2006,1,91.2037342786789
1308,2006,1,78.78009229898453
1097,2006,1,66.69799375536881
909,2006,1,38.60360152773041
1103,2006,1,41.605311466008985
15,2006,1,47.79214250419388
1117,2006,1,54.39523691270537
866,2006,1,42.04282078960744
1247,2006,1,52.701194591367
217,2006,1,81.47651541405399
213,2006,1,31.562297887378577
1213,2006,1,47.68852322733051
1024,2006,1,45.38161293110009
704,2006,1,44.36438882169067
1151,2006,1,65.26504489744141
111,2006,1,32.75724325939235
1288,2006,1,67.49988172743127
769,2006,1,232.80131079249347
741,2006,1,18.02763342857361
814,2006,1,255.8083025395132
142,2006,1,59.8095912983674
1300,2006,1,65.89262355991201
1333,2006,1,50.15077441930771
1158,2006,1,42.223947881569195
8,2006,1,53.26904612178346
1178,2006,1,32.041567721622556
643,2006,1,99.15876635735684
1345,2006,1,73.84013702965373
645,2006,1,105.1558647065276
671,2006,1,94.3117897335964
53,2006,1,30.21356168952026
662,2006,1,32.799104047325926
277,2006,1,47.50734705939018
483,2006,1,67.94411321315694
696,2006,1,109.84048474356112
442,2006,1,76.53519191343305
689,2006,1,24.781113587979736
575,2006,1,72.71311524597499
1059,2006,1,67.09288284606453
556,2006,1,64.8203860437184
716,2006,1,23.93246814608574
1195,2006,1,42.46989222710613
887,2006,1,42.22613725715819
195,2006,1,42.02980400969474
419,2006,1,49.648556521669136
548,2006,1,54.507812553098965
63,2006,1,24.72253928005359
1153,2006,1,74.04275757399918
618,2006,1,98.83982368293218
921,2006,1,72.31954143224787
82,2006,1,104.77923116488556
1,2006,1,46.18586821256475
948,2006,1,39.77259277282936
765,2006,1,19.251769799293573
913,2006,1,29.202534159245296
451,2006,1,34.38835548575646
511,2006,1,57.45527573636028
1341,2006,1,87.77837086917945
17,2006,1,42.870482573045344
40,2006,1,59.5796860601329
418,2006,1,39.629373887182155
840,2006,1,66.61043938630611
6,2006,1,52.76340048705772
756,2006,1,41.52015514369093
458,2006,1,37.29407368300542
1205,2006,1,62.0477163648701
1174,2006,1,49.93520507471706
630,2006,1,53.00103352081508
730,2006,1,44.438528487048146
241,2006,1,49.38766886032777
495,2006,1,33.83427853014519
772,2006,1,96.335628362285
1245,2006,1,56.03683333533916
385,2006,1,60.527296541139144
976,2006,1,137.1855549009414
1252,2006,1,36.774235244056264
61,2006,1,36.545559763908386
387,2006,1,42.742697491455466
984,2006,1,43.7307646523211
297,2006,1,52.66848332683076
5,2006,1,48.97728689758564
1349,2006,1,65.82026840926171
663,2006,1,32.0868659076117
599,2006,1,72.64303595313066
751,2006,1,67.14154074788732
747,2006,1,104.38126508172654
307,2006,1,33.494389352176114
1361,2006,1,74.0269209643236
637,2006,1,34.441710236479594
985,2006,1,43.53874121036229
1269,2006,1,37.09001266260957
1340,2006,1,65.19730302157974
1049,2006,1,34.865724087308365
1312,2006,1,38.19475455485614
445,2006,1,72.00180101415457
1018,2006,1,66.65327975301896
1063,2006,1,43.9348984994015
882,2006,1,62.36720774581694
581,2006,1,61.12243810663038
991,2006,1,32.03485145178285
443,2006,1,73.49519542937044
311,2006,1,97.21226874884314
1094,2006,1,59.36844765235834
1031,2006,1,29.748883098363876
35,2006,1,69.04680372062576
46,2006,1,30.192354644482094
246,2006,1,47.47311140620683
773,2006,1,82.02850627230237
593,2006,1,113.31719522851895
196,2006,1,101.55474265934174
114,2006,1,28.393209158286695
826,2006,1,40.2069770184525
221,2006,1,48.90211354417443
132,2006,1,32.09878789650514
190,2006,1,33.85132744623433
677,2006,1,48.49744120036491
1289,2006,1,67.70111255416485
920,2006,1,114.8113456672084
1183,2006,1,60.332614574300855
191,2006,1,35.093503912311334
946,2006,1,46.06884734725166
1030,2006,1,33.511524800947
982,2006,1,61.90380867747808
476,2006,1,92.70187927865814
152,2006,1,36.10998540601098
32,2006,1,36.049575375670294
684,2006,1,33.95860538485219
587,2006,1,35.33243144166692
167,2006,1,43.87159429652496
1278,2006,1,63.05196712305604
473,2006,1,33.97937381501409
347,2006,1,36.263473163972265
880,2006,1,106.98602900373729
819,2006,1,62.85163938720507
547,2006,1,50.669672845271336
514,2006,1,41.46525797954835
408,2006,1,42.04558214134656
417,2006,1,31.582570720579252
169,2006,1,34.093135422963094
515,2006,1,37.39612113668318
489,2006,1,64.14650251202204
383,2006,1,67.97330260964691
554,2006,1,62.41598223817022
964,2006,1,50.10363078904836
1017,2006,1,74.60305637188094
1358,2006,1,47.99198292221939
732,2006,1,40.2177937874414
420,2006,1,65.75096148569467
786,2006,1,28.334262420091253
905,2006,1,43.678504893275
938,2006,1,176.3076943659585
512,2006,1,52.34931300449606
31,2006,1,38.0991476004568
492,2006,1,44.01465869068466
187,2006,1,41.49932455399543
279,2006,1,55.9932589098218
1330,2006,1,101.23679497374964
1070,2006,1,81.19613710889392
1044,2006,1,43.87813251895643
1131,2006,1,67.06889741028283
1156,2006,1,44.93264625807249
562,2006,1,36.996327183448365
227,2006,1,42.37659572899868
271,2006,1,28.915814787648436
675,2006,1,70.43287667546167
1076,2006,1,62.62250785378195
