hex_id,year,month,total_rainfall_mm
120,2012,1,76.39783821289264
319,2012,1,53.819038317268706
565,2012,1,60.55867660153734
577,2012,1,80.79754974140005
626,2012,1,89.38770759260414
1144,2012,1,27.02508702677328
1105,2012,1,102.6266518628428
1045,2012,1,96.61068809701943
796,2012,1,59.77955030613245
1227,2012,1,164.51743674763117
640,2012,1,50.60873833136281
847,2012,1,58.85936242158679
1276,2012,1,168.99880471692805
358,2012,1,48.414717542378
1119,2012,1,84.03262270671974
1171,2012,1,195.54676402374372
742,2012,1,18.81378585606584
1157,2012,1,97.72718052871495
1013,2012,1,10.44474959069463
415,2012,1,50.04267371736033
1122,2012,1,93.1002935433347
762,2012,1,51.45356920242665
58,2012,1,36.13218719814019
908,2012,1,81.63861610869871
774,2012,1,71.59803456519278
1363,2012,1,65.08530246034758
735,2012,1,48.174063835503
214,2012,1,43.892509433537064
354,2012,1,50.83781771125393
1343,2012,1,59.57773616299499
609,2012,1,40.14073262517224
118,2012,1,71.1196551909971
868,2012,1,59.38820942357268
743,2012,1,21.436977773395224
488,2012,1,47.396749917646346
665,2012,1,48.09661380392606
1197,2012,1,86.04126759757526
168,2012,1,42.26087446705793
345,2012,1,43.7521351197389
1273,2012,1,74.59251563492006
1052,2012,1,19.12982890374657
624,2012,1,102.43567778536156
777,2012,1,55.83497903424753
550,2012,1,73.37836771280378
1201,2012,1,48.222604268456
270,2012,1,43.62198303853817
327,2012,1,36.926672963737445
919,2012,1,25.75730621884939
898,2012,1,14.718674213958924
790,2012,1,16.53251051902771
965,2012,1,76.22453249781705
1047,2012,1,107.35110071871712
1143,2012,1,101.1585276997386
871,2012,1,63.27349088749827
1242,2012,1,133.26344090093215
1234,2012,1,103.34574327415302
225,2012,1,48.281193676205774
127,2012,1,48.46532154848437
1043,2012,1,71.11636300758651
734,2012,1,49.990711536957384
758,2012,1,53.78508758845211
244,2012,1,49.393263703367914
1192,2012,1,145.53623469428106
498,2012,1,75.58876951842383
1015,2012,1,17.47134347168893
816,2012,1,40.42680543180976
568,2012,1,63.48799755901804
542,2012,1,61.85177713632584
934,2012,1,91.54885141846704
1176,2012,1,101.68843266528536
746,2012,1,65.11365016201366
939,2012,1,36.63098685369564
1334,2012,1,85.2600456965188
1316,2012,1,87.38905904468308
231,2012,1,42.38655459123657
833,2012,1,61.880575165202416
360,2012,1,61.07593830740717
503,2012,1,51.701858216034395
212,2012,1,49.92350068730626
628,2012,1,61.146101769935875
295,2012,1,42.53266822394825
1241,2012,1,92.7626435301758
296,2012,1,37.678742820260176
1127,2012,1,31.97377058053674
115,2012,1,39.707658359795474
129,2012,1,39.29161936568384
842,2012,1,72.84665395886603
1071,2012,1,25.815869144918302
427,2012,1,43.1224031944336
502,2012,1,48.46543536369384
128,2012,1,44.38637240622008
1261,2012,1,216.4670311875858
713,2012,1,53.3607749493406
312,2012,1,68.33259601149776
744,2012,1,42.54487088726547
70,2012,1,36.86741188575674
1035,2012,1,24.21106204340169
809,2012,1,56.76075430158152
895,2012,1,86.80096110155117
194,2012,1,54.76141357040459
914,2012,1,80.20496927439623
783,2012,1,56.8785845579316
252,2012,1,47.32477750096077
1150,2012,1,153.9237132751697
1006,2012,1,86.72095353934459
247,2012,1,41.27965653260419
66,2012,1,36.20252910976315
1191,2012,1,186.055056055626
1356,2012,1,77.6645788519056
265,2012,1,40.665966552518086
133,2012,1,48.57003662061729
1114,2012,1,140.9688067307667
308,2012,1,35.4857149993611
1335,2012,1,91.85748392177324
1306,2012,1,107.748726566965
658,2012,1,43.24482432173933
1021,2012,1,82.79736029692513
49,2012,1,47.91377324355418
697,2012,1,79.98024101555481
