hex_id,year,month,total_rainfall_mm
120,2002,1,47.195038247922305
319,2002,1,34.72791583448424
565,2002,1,85.8892910406222
577,2002,1,34.782156531841714
626,2002,1,38.23247400379976
1144,2002,1,27.6788291610996
1105,2002,1,63.956286555122304
1045,2002,1,53.92693273620004
796,2002,1,30.59735327584319
1227,2002,1,45.18484530619003
640,2002,1,71.1958907468346
847,2002,1,30.49639533887362
1276,2002,1,39.670597362001445
358,2002,1,28.230920811210055
1119,2002,1,44.06770387175701
1171,2002,1,62.175601183708785
742,2002,1,22.2621021403608
1157,2002,1,47.32340661765227
1013,2002,1,31.586179737716375
415,2002,1,44.457512398038816
1122,2002,1,55.08597065668673
762,2002,1,48.67029981890052
58,2002,1,48.258571594829775
908,2002,1,37.57508412269069
774,2002,1,31.86465836803424
1363,2002,1,15.371264534093545
735,2002,1,33.173405849915426
214,2002,1,54.995283700299005
354,2002,1,45.35858578398725
1343,2002,1,15.786777767227278
609,2002,1,28.40263172520852
118,2002,1,86.16071658626227
868,2002,1,32.49610174586031
743,2002,1,25.47453346394836
488,2002,1,25.3752143756066
665,2002,1,57.33083592885754
1197,2002,1,40.34136309732828
168,2002,1,42.711675494397205
345,2002,1,37.16186578550712
1273,2002,1,22.724476223482515
1052,2002,1,36.37807894232352
624,2002,1,43.461093004457425
777,2002,1,29.423455647013025
550,2002,1,38.268662100767266
1201,2002,1,22.087134426438492
270,2002,1,57.69478077709386
327,2002,1,43.10280625000372
919,2002,1,59.553780426555115
898,2002,1,49.70991214943203
790,2002,1,30.576152727007862
965,2002,1,40.946476060572216
1047,2002,1,71.536484362232855
1143,2002,1,64.65815948891176
871,2002,1,41.505272726056305
1242,2002,1,38.101621774387965
1234,2002,1,47.15352239108036
225,2002,1,32.04449635243848
127,2002,1,46.662115538941954
1043,2002,1,40.362078143606546
734,2002,1,31.63404711388935
758,2002,1,31.187217107189376
244,2002,1,33.40659407179938
1192,2002,1,40.75313586069405
